rocket_id,current_regime,target_regime,improvement_rank,limiting_factor,current_value,easy_median_value,required_change_pct,prob_lift_to_target_regime
R0770,FRAGILE,EASY,1,backlash,0.143514,0.046223,-67.79,0.7261
R0770,FRAGILE,EASY,2,max_gimbal_deg,12.036058,11.163395,-7.25,0.0343
R0770,FRAGILE,EASY,3,thrust,36.755889,35.274838,-4.03,0.0311
R0770,FRAGILE,EASY,4,p_unstable,1.408437,1.152109,-18.2,0.03
R0770,FRAGILE,EASY,5,best_u_max_frac,0.802404,0.744226,-7.25,0.0216
R0771,FRAGILE,EASY,1,backlash,0.126376,0.046223,-63.42,0.5808
R0771,FRAGILE,EASY,2,servo_slew_deg_s,23.091161,74.855953,224.18,0.1779
R0771,FRAGILE,EASY,3,thrust,37.95482,35.274838,-7.06,0.0873
R0771,FRAGILE,EASY,4,mass,0.965963,1.544939,59.94,0.0511
R0771,FRAGILE,EASY,5,static_margin,0.052552,0.130246,147.84,0.0319
R0772,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,30.271113,74.855953,147.29,0.0552
R0772,INFEASIBLE,FRAGILE,2,Iyy,0.025966,0.027866,7.32,0.0334
R0772,INFEASIBLE,FRAGILE,3,control_effectiveness,6.189137,8.881821,43.51,0.0142
R0772,INFEASIBLE,FRAGILE,4,mass,1.082562,1.544939,42.71,0.0094
R0772,INFEASIBLE,FRAGILE,5,Cm_alpha,-43.79181,-48.954533,-11.79,0.0083
R0775,INFEASIBLE,FRAGILE,1,thrust,40.343878,35.274838,-12.56,0.0242
R0775,INFEASIBLE,FRAGILE,2,best_u_max_frac,0.829915,0.744226,-10.33,0.0172
R0775,INFEASIBLE,FRAGILE,3,deadband,0.105058,0.079617,-24.22,0.0122
R0775,INFEASIBLE,FRAGILE,4,wind_strength,0.388154,0.245771,-36.68,0.0108
R0775,INFEASIBLE,FRAGILE,5,Cm_alpha,-64.444934,-48.954533,24.04,0.0093
R0776,INFEASIBLE,FRAGILE,1,p_unstable,2.525691,1.152109,-54.38,0.1342
R0776,INFEASIBLE,FRAGILE,2,backlash,0.189168,0.046223,-75.57,0.0762
R0776,INFEASIBLE,FRAGILE,3,static_margin,0.183092,0.130246,-28.86,0.0484
R0776,INFEASIBLE,FRAGILE,4,Cm_alpha,-62.545575,-48.954533,21.73,0.0198
R0776,INFEASIBLE,FRAGILE,5,max_gimbal_deg,14.107649,11.163395,-20.87,0.0192
R0778,INFEASIBLE,FRAGILE,1,thrust,47.685848,35.274838,-26.03,0.03
R0778,INFEASIBLE,FRAGILE,2,Cm_alpha,-34.376929,-48.954533,-42.41,0.0204
R0778,INFEASIBLE,FRAGILE,3,deadband,0.108572,0.079617,-26.67,0.0094
R0778,INFEASIBLE,FRAGILE,4,p_unstable,0.371077,1.152109,210.48,0.0081
R0778,INFEASIBLE,FRAGILE,5,static_margin,0.065518,0.130246,98.79,0.0078
R0780,INFEASIBLE,FRAGILE,1,Iyy,0.010668,0.027866,161.2,0.1641
R0780,INFEASIBLE,FRAGILE,2,mass,1.69862,1.544939,-9.05,0.0162
R0780,INFEASIBLE,FRAGILE,3,p_unstable,0.856217,1.152109,34.56,0.0098
R0780,INFEASIBLE,FRAGILE,4,thrust,30.548148,35.274838,15.47,0.0048
R0780,INFEASIBLE,FRAGILE,5,servo_slew_deg_s,88.019261,74.855953,-14.96,0.0037
R0782,INFEASIBLE,FRAGILE,1,backlash,0.196982,0.046223,-76.53,0.0838
R0782,INFEASIBLE,FRAGILE,2,p_unstable,2.551727,1.152109,-54.85,0.0532
R0782,INFEASIBLE,FRAGILE,3,static_margin,0.205114,0.130246,-36.5,0.0511
R0782,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,32.45484,74.855953,130.65,0.0444
R0782,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.604457,0.744226,23.12,0.0122
R0783,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,47.180499,74.855953,58.66,0.0494
R0783,INFEASIBLE,FRAGILE,2,Cm_alpha,-67.724441,-48.954533,27.72,0.0265
R0783,INFEASIBLE,FRAGILE,3,control_effectiveness,12.157104,8.881821,-26.94,0.0218
R0783,INFEASIBLE,FRAGILE,4,deadband,0.002713,0.079617,2834.57,0.0158
R0783,INFEASIBLE,FRAGILE,5,thrust,39.153484,35.274838,-9.91,0.0155
R0784,INFEASIBLE,FRAGILE,1,backlash,0.239113,0.046223,-80.67,0.1529
R0784,INFEASIBLE,FRAGILE,2,thrust,43.103648,35.274838,-18.16,0.0312
R0784,INFEASIBLE,FRAGILE,3,Iyy,0.01384,0.027866,101.35,0.0174
R0784,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.791986,0.744226,-6.03,0.0122
R0784,INFEASIBLE,FRAGILE,5,mass,1.755143,1.544939,-11.98,0.0075
R0785,FRAGILE,EASY,1,Iyy,0.013798,0.027866,101.95,0.528
R0785,FRAGILE,EASY,2,backlash,0.061316,0.046223,-24.61,0.2709
R0785,FRAGILE,EASY,3,thrust,41.33924,35.274838,-14.67,0.1099
R0785,FRAGILE,EASY,4,mass,1.193392,1.544939,29.46,0.0642
R0785,FRAGILE,EASY,5,control_effectiveness,10.15965,8.881821,-12.58,0.0577
R0786,INFEASIBLE,FRAGILE,1,backlash,0.146903,0.046223,-68.53,0.0841
R0786,INFEASIBLE,FRAGILE,2,control_effectiveness,13.226144,8.881821,-32.85,0.0379
R0786,INFEASIBLE,FRAGILE,3,thrust,48.903185,35.274838,-27.87,0.0309
R0786,INFEASIBLE,FRAGILE,4,Iyy,0.011088,0.027866,151.32,0.03
R0786,INFEASIBLE,FRAGILE,5,latency_steps,5.0,4.0,-20.0,0.0078
R0792,INFEASIBLE,FRAGILE,1,thrust,43.464611,35.274838,-18.84,0.0388
R0792,INFEASIBLE,FRAGILE,2,backlash,0.214271,0.046223,-78.43,0.0113
R0792,INFEASIBLE,FRAGILE,3,max_gimbal_deg,10.644982,11.163395,4.87,0.0058
R0792,INFEASIBLE,FRAGILE,4,deadband,0.025718,0.079617,209.58,0.0044
R0792,INFEASIBLE,FRAGILE,5,servo_slew_deg_s,94.393467,74.855953,-20.7,0.0037
R0793,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,44.647859,74.855953,67.66,0.0576
R0793,INFEASIBLE,FRAGILE,2,p_unstable,2.168356,1.152109,-46.87,0.0562
R0793,INFEASIBLE,FRAGILE,3,static_margin,0.204465,0.130246,-36.3,0.0454
R0793,INFEASIBLE,FRAGILE,4,Cm_alpha,-57.674818,-48.954533,15.12,0.0233
R0793,INFEASIBLE,FRAGILE,5,backlash,0.139007,0.046223,-66.75,0.0206
R0794,FRAGILE,EASY,1,backlash,0.157888,0.046223,-70.72,0.7594
R0794,FRAGILE,EASY,2,control_effectiveness,12.007715,8.881821,-26.03,0.1032
R0794,FRAGILE,EASY,3,wind_strength,0.341257,0.245771,-27.98,0.0397
R0794,FRAGILE,EASY,4,best_u_max_frac,0.636161,0.744226,16.99,0.0211
R0794,FRAGILE,EASY,5,Iyy,0.026672,0.027866,4.48,0.0169
R0795,INFEASIBLE,FRAGILE,1,backlash,0.19182,0.046223,-75.9,0.0987
R0795,INFEASIBLE,FRAGILE,2,Iyy,0.019053,0.027866,46.26,0.0164
R0795,INFEASIBLE,FRAGILE,3,control_effectiveness,9.954035,8.881821,-10.77,0.0081
R0795,INFEASIBLE,FRAGILE,4,mass,1.66601,1.544939,-7.27,0.0078
R0795,INFEASIBLE,FRAGILE,5,Cm_alpha,-49.721796,-48.954533,1.54,0.0067
R0797,INFEASIBLE,FRAGILE,1,backlash,0.238325,0.046223,-80.61,0.0336
R0797,INFEASIBLE,FRAGILE,2,Cm_alpha,-65.043975,-48.954533,24.74,0.0298
R0797,INFEASIBLE,FRAGILE,3,p_unstable,1.869151,1.152109,-38.36,0.0267
R0797,INFEASIBLE,FRAGILE,4,control_effectiveness,10.091728,8.881821,-11.99,0.0106
R0797,INFEASIBLE,FRAGILE,5,static_margin,0.148863,0.130246,-12.51,0.0104
R0798,INFEASIBLE,FRAGILE,1,backlash,0.204859,0.046223,-77.44,0.0471
R0798,INFEASIBLE,FRAGILE,2,Iyy,0.018315,0.027866,52.15,0.0341
R0798,INFEASIBLE,FRAGILE,3,max_gimbal_deg,12.19165,11.163395,-8.43,0.0181
R0798,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,34.736621,74.855953,115.5,0.0135
R0798,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.812777,0.744226,-8.43,0.0114
R0801,INFEASIBLE,FRAGILE,1,backlash,0.17413,0.046223,-73.45,0.0734
R0801,INFEASIBLE,FRAGILE,2,Iyy,0.01314,0.027866,112.08,0.045
R0801,INFEASIBLE,FRAGILE,3,thrust,40.046796,35.274838,-11.92,0.0152
R0801,INFEASIBLE,FRAGILE,4,max_gimbal_deg,11.428392,11.163395,-2.32,0.0072
R0801,INFEASIBLE,FRAGILE,5,Cm_alpha,-32.480606,-48.954533,-50.72,0.0031
R0802,INFEASIBLE,FRAGILE,1,max_gimbal_deg,14.039978,11.163395,-20.49,0.0339
R0802,INFEASIBLE,FRAGILE,2,best_u_max_frac,0.935999,0.744226,-20.49,0.0296
R0802,INFEASIBLE,FRAGILE,3,p_unstable,1.521647,1.152109,-24.29,0.0293
R0802,INFEASIBLE,FRAGILE,4,Iyy,0.02597,0.027866,7.3,0.0235
R0802,INFEASIBLE,FRAGILE,5,mass,1.650573,1.544939,-6.4,0.0171
R0803,INFEASIBLE,FRAGILE,1,backlash,0.222731,0.046223,-79.25,0.1033
R0803,INFEASIBLE,FRAGILE,2,p_unstable,2.388101,1.152109,-51.76,0.0231
R0803,INFEASIBLE,FRAGILE,3,Cm_alpha,-60.513209,-48.954533,19.1,0.0141
R0803,INFEASIBLE,FRAGILE,4,control_effectiveness,11.512179,8.881821,-22.85,0.0138
R0803,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.950008,0.744226,-21.66,0.0102
R0805,INFEASIBLE,FRAGILE,1,thrust,43.271362,35.274838,-18.48,0.0637
R0805,INFEASIBLE,FRAGILE,2,servo_slew_deg_s,56.694905,74.855953,32.03,0.0248
R0805,INFEASIBLE,FRAGILE,3,max_gimbal_deg,14.716012,11.163395,-24.14,0.0231
R0805,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.981067,0.744226,-24.14,0.0154
R0805,INFEASIBLE,FRAGILE,5,deadband,0.101782,0.079617,-21.78,0.0111
R0807,FRAGILE,EASY,1,backlash,0.149739,0.046223,-69.13,0.6119
R0807,FRAGILE,EASY,2,thrust,46.701561,35.274838,-24.47,0.091
R0807,FRAGILE,EASY,3,static_margin,0.218651,0.130246,-40.43,0.0397
R0807,FRAGILE,EASY,4,latency_steps,1.0,4.0,300.0,0.0328
R0807,FRAGILE,EASY,5,best_u_max_frac,0.557541,0.744226,33.48,0.0196
R0808,INFEASIBLE,FRAGILE,1,backlash,0.244111,0.046223,-81.06,0.0838
R0808,INFEASIBLE,FRAGILE,2,p_unstable,2.416258,1.152109,-52.32,0.0419
R0808,INFEASIBLE,FRAGILE,3,static_margin,0.220008,0.130246,-40.8,0.0143
R0808,INFEASIBLE,FRAGILE,4,max_gimbal_deg,14.861606,11.163395,-24.88,0.0113
R0808,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.990774,0.744226,-24.88,0.011
R0809,FRAGILE,EASY,1,p_unstable,3.090774,1.152109,-62.72,0.3072
R0809,FRAGILE,EASY,2,static_margin,0.210326,0.130246,-38.07,0.1629
R0809,FRAGILE,EASY,3,backlash,0.070366,0.046223,-34.31,0.15
R0809,FRAGILE,EASY,4,Iyy,0.018323,0.027866,52.09,0.1269
R0809,FRAGILE,EASY,5,Cm_alpha,-68.367243,-48.954533,28.39,0.1149
R0810,INFEASIBLE,FRAGILE,1,p_unstable,1.67444,1.152109,-31.19,0.0627
R0810,INFEASIBLE,FRAGILE,2,Iyy,0.024715,0.027866,12.75,0.0561
R0810,INFEASIBLE,FRAGILE,3,mass,1.928233,1.544939,-19.88,0.0269
R0810,INFEASIBLE,FRAGILE,4,control_effectiveness,13.653233,8.881821,-34.95,0.026
R0810,INFEASIBLE,FRAGILE,5,thrust,32.288997,35.274838,9.25,0.0252
R0811,INFEASIBLE,FRAGILE,1,backlash,0.200604,0.046223,-76.96,0.1288
R0811,INFEASIBLE,FRAGILE,2,Iyy,0.013426,0.027866,107.56,0.0514
R0811,INFEASIBLE,FRAGILE,3,static_margin,0.175026,0.130246,-25.58,0.012
R0811,INFEASIBLE,FRAGILE,4,p_unstable,1.637894,1.152109,-29.66,0.005
R0811,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.778368,0.744226,-4.39,0.0045
R0815,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,23.987738,74.855953,212.06,0.0731
R0815,INFEASIBLE,FRAGILE,2,p_unstable,1.643557,1.152109,-29.9,0.0394
R0815,INFEASIBLE,FRAGILE,3,Cm_alpha,-66.8535,-48.954533,26.77,0.0331
R0815,INFEASIBLE,FRAGILE,4,Iyy,0.025437,0.027866,9.55,0.0319
R0815,INFEASIBLE,FRAGILE,5,latency_steps,2.0,4.0,100.0,0.0071
R0816,INFEASIBLE,FRAGILE,1,Iyy,0.016976,0.027866,64.15,0.0889
R0816,INFEASIBLE,FRAGILE,2,backlash,0.245026,0.046223,-81.14,0.0293
R0816,INFEASIBLE,FRAGILE,3,servo_slew_deg_s,45.887377,74.855953,63.13,0.0212
R0816,INFEASIBLE,FRAGILE,4,thrust,30.519584,35.274838,15.58,0.0123
R0816,INFEASIBLE,FRAGILE,5,static_margin,0.158163,0.130246,-17.65,0.0064
R0818,INFEASIBLE,FRAGILE,1,backlash,0.154357,0.046223,-70.05,0.1393
R0818,INFEASIBLE,FRAGILE,2,Iyy,0.018048,0.027866,54.41,0.0476
R0818,INFEASIBLE,FRAGILE,3,control_effectiveness,11.425496,8.881821,-22.26,0.0182
R0818,INFEASIBLE,FRAGILE,4,thrust,39.92448,35.274838,-11.65,0.0153
R0818,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.968484,0.744226,-23.16,0.0131
R0821,INFEASIBLE,FRAGILE,1,backlash,0.134365,0.046223,-65.6,0.0564
R0821,INFEASIBLE,FRAGILE,2,p_unstable,1.976695,1.152109,-41.72,0.0509
R0821,INFEASIBLE,FRAGILE,3,static_margin,0.186388,0.130246,-30.12,0.0268
R0821,INFEASIBLE,FRAGILE,4,Iyy,0.02331,0.027866,19.55,0.0245
R0821,INFEASIBLE,FRAGILE,5,thrust,39.385749,35.274838,-10.44,0.011
R0824,INFEASIBLE,FRAGILE,1,Iyy,0.011001,0.027866,153.32,0.1286
R0824,INFEASIBLE,FRAGILE,2,backlash,0.100853,0.046223,-54.17,0.0945
R0824,INFEASIBLE,FRAGILE,3,control_effectiveness,6.841425,8.881821,29.82,0.0241
R0824,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.832433,0.744226,-10.6,0.0212
R0824,INFEASIBLE,FRAGILE,5,max_gimbal_deg,12.486491,11.163395,-10.6,0.0172
R0826,INFEASIBLE,FRAGILE,1,static_margin,0.224622,0.130246,-42.02,0.0596
R0826,INFEASIBLE,FRAGILE,2,p_unstable,2.515113,1.152109,-54.19,0.0544
R0826,INFEASIBLE,FRAGILE,3,backlash,0.188728,0.046223,-75.51,0.0288
R0826,INFEASIBLE,FRAGILE,4,max_gimbal_deg,12.5905,11.163395,-11.33,0.0248
R0826,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.839367,0.744226,-11.33,0.0142
R0827,INFEASIBLE,FRAGILE,1,backlash,0.133418,0.046223,-65.35,0.2647
R0827,INFEASIBLE,FRAGILE,2,Iyy,0.011889,0.027866,134.4,0.1266
R0827,INFEASIBLE,FRAGILE,3,control_effectiveness,11.580918,8.881821,-23.31,0.0284
R0827,INFEASIBLE,FRAGILE,4,max_gimbal_deg,13.713655,11.163395,-18.6,0.0188
R0827,INFEASIBLE,FRAGILE,5,deadband,0.125654,0.079617,-36.64,0.0122
R0828,INFEASIBLE,FRAGILE,1,backlash,0.147354,0.046223,-68.63,0.0935
R0828,INFEASIBLE,FRAGILE,2,Iyy,0.021601,0.027866,29.0,0.0478
R0828,INFEASIBLE,FRAGILE,3,control_effectiveness,11.619376,8.881821,-23.56,0.0227
R0828,INFEASIBLE,FRAGILE,4,thrust,41.280339,35.274838,-14.55,0.0134
R0828,INFEASIBLE,FRAGILE,5,servo_slew_deg_s,29.890195,74.855953,150.44,0.0089
R0830,INFEASIBLE,FRAGILE,1,Iyy,0.013775,0.027866,102.29,0.1612
R0830,INFEASIBLE,FRAGILE,2,backlash,0.146087,0.046223,-68.36,0.0736
R0830,INFEASIBLE,FRAGILE,3,thrust,44.057229,35.274838,-19.93,0.0172
R0830,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.637098,0.744226,16.82,0.0156
R0830,INFEASIBLE,FRAGILE,5,max_gimbal_deg,9.556472,11.163395,16.82,0.0133
R0831,FRAGILE,EASY,1,servo_slew_deg_s,119.162957,74.855953,-37.18,0.1505
R0831,FRAGILE,EASY,2,Iyy,0.02065,0.027866,34.94,0.1432
R0831,FRAGILE,EASY,3,thrust,43.115024,35.274838,-18.18,0.1271
R0831,FRAGILE,EASY,4,mass,2.091284,1.544939,-26.12,0.1103
R0831,FRAGILE,EASY,5,control_effectiveness,11.191453,8.881821,-20.64,0.0938
R0833,FRAGILE,EASY,1,backlash,0.180216,0.046223,-74.35,0.7691
R0833,FRAGILE,EASY,2,Cm_alpha,-61.075346,-48.954533,19.85,0.0546
R0833,FRAGILE,EASY,3,servo_slew_deg_s,35.312347,74.855953,111.98,0.039
R0833,FRAGILE,EASY,4,Iyy,0.032238,0.027866,-13.56,0.0169
R0833,FRAGILE,EASY,5,p_unstable,1.323093,1.152109,-12.92,0.0068
R0834,FRAGILE,EASY,1,backlash,0.108705,0.046223,-57.48,0.593
R0834,FRAGILE,EASY,2,control_effectiveness,12.391284,8.881821,-28.32,0.1902
R0834,FRAGILE,EASY,3,Cm_alpha,-58.305935,-48.954533,16.04,0.0899
R0834,FRAGILE,EASY,4,wind_strength,0.419676,0.245771,-41.44,0.0433
R0834,FRAGILE,EASY,5,p_unstable,1.400395,1.152109,-17.73,0.0382
R0837,INFEASIBLE,FRAGILE,1,Iyy,0.019409,0.027866,43.57,0.1232
R0837,INFEASIBLE,FRAGILE,2,backlash,0.132963,0.046223,-65.24,0.0899
R0837,INFEASIBLE,FRAGILE,3,control_effectiveness,12.988511,8.881821,-31.62,0.0326
R0837,INFEASIBLE,FRAGILE,4,thrust,37.681093,35.274838,-6.39,0.0319
R0837,INFEASIBLE,FRAGILE,5,mass,0.979264,1.544939,57.77,0.0316
R0838,INFEASIBLE,FRAGILE,1,p_unstable,2.307272,1.152109,-50.07,0.0678
R0838,INFEASIBLE,FRAGILE,2,static_margin,0.205838,0.130246,-36.72,0.0379
R0838,INFEASIBLE,FRAGILE,3,Cm_alpha,-52.210184,-48.954533,6.24,0.0144
R0838,INFEASIBLE,FRAGILE,4,best_u_max_frac,0.851971,0.744226,-12.65,0.0111
R0838,INFEASIBLE,FRAGILE,5,mass,1.824298,1.544939,-15.31,0.0106
R0840,INFEASIBLE,FRAGILE,1,backlash,0.228163,0.046223,-79.74,0.0459
R0840,INFEASIBLE,FRAGILE,2,Iyy,0.01702,0.027866,63.73,0.0282
R0840,INFEASIBLE,FRAGILE,3,thrust,48.487831,35.274838,-27.25,0.0208
R0840,INFEASIBLE,FRAGILE,4,max_gimbal_deg,11.759799,11.163395,-5.07,0.005
R0840,INFEASIBLE,FRAGILE,5,static_margin,0.142825,0.130246,-8.81,0.004
R0845,FRAGILE,EASY,1,Iyy,0.010947,0.027866,154.56,0.3799
R0845,FRAGILE,EASY,2,backlash,0.052828,0.046223,-12.5,0.1433
R0845,FRAGILE,EASY,3,mass,0.994979,1.544939,55.27,0.1247
R0845,FRAGILE,EASY,4,thrust,46.476506,35.274838,-24.1,0.0928
R0845,FRAGILE,EASY,5,static_margin,0.192972,0.130246,-32.51,0.0907
R0846,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,56.920825,74.855953,31.51,0.024
R0846,INFEASIBLE,FRAGILE,2,control_effectiveness,9.989763,8.881821,-11.09,0.0183
R0846,INFEASIBLE,FRAGILE,3,best_u_max_frac,0.865483,0.744226,-14.01,0.0161
R0846,INFEASIBLE,FRAGILE,4,max_gimbal_deg,12.98225,11.163395,-14.01,0.0144
R0846,INFEASIBLE,FRAGILE,5,deadband,0.099367,0.079617,-19.88,0.0106
R0848,INFEASIBLE,FRAGILE,1,backlash,0.186031,0.046223,-75.15,0.2057
R0848,INFEASIBLE,FRAGILE,2,Iyy,0.012173,0.027866,128.92,0.0162
R0848,INFEASIBLE,FRAGILE,3,best_u_max_frac,0.951632,0.744226,-21.79,0.012
R0848,INFEASIBLE,FRAGILE,4,control_effectiveness,9.97179,8.881821,-10.93,0.0105
R0848,INFEASIBLE,FRAGILE,5,thrust,46.157347,35.274838,-23.58,0.01
R0849,INFEASIBLE,FRAGILE,1,control_effectiveness,12.078988,8.881821,-26.47,0.0639
R0849,INFEASIBLE,FRAGILE,2,Iyy,0.02214,0.027866,25.86,0.0632
R0849,INFEASIBLE,FRAGILE,3,p_unstable,1.639306,1.152109,-29.72,0.0324
R0849,INFEASIBLE,FRAGILE,4,static_margin,0.202589,0.130246,-35.71,0.0251
R0849,INFEASIBLE,FRAGILE,5,max_gimbal_deg,12.957933,11.163395,-13.85,0.024
R0850,FRAGILE,EASY,1,backlash,0.172761,0.046223,-73.24,0.4863
R0850,FRAGILE,EASY,2,thrust,48.351913,35.274838,-27.05,0.0453
R0850,FRAGILE,EASY,3,static_margin,0.22493,0.130246,-42.09,0.0427
R0850,FRAGILE,EASY,4,latency_steps,2.0,4.0,100.0,0.0172
R0850,FRAGILE,EASY,5,p_unstable,2.288887,1.152109,-49.67,0.0153
R0851,INFEASIBLE,FRAGILE,1,backlash,0.055248,0.046223,-16.34,0.0753
R0851,INFEASIBLE,FRAGILE,2,p_unstable,1.889664,1.152109,-39.03,0.0434
R0851,INFEASIBLE,FRAGILE,3,Cm_alpha,-65.296469,-48.954533,25.03,0.0337
R0851,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,28.802086,74.855953,159.9,0.0303
R0851,INFEASIBLE,FRAGILE,5,mass,1.820181,1.544939,-15.12,0.0272
R0852,FRAGILE,EASY,1,backlash,0.20274,0.046223,-77.2,0.6831
R0852,FRAGILE,EASY,2,Cm_alpha,-59.332205,-48.954533,17.49,0.0719
R0852,FRAGILE,EASY,3,wind_strength,0.360929,0.245771,-31.91,0.0362
R0852,FRAGILE,EASY,4,mass,1.126194,1.544939,37.18,0.0287
R0852,FRAGILE,EASY,5,static_margin,0.068463,0.130246,90.24,0.0183
R0853,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,60.768056,74.855953,23.18,0.0304
R0853,INFEASIBLE,FRAGILE,2,control_effectiveness,11.463814,8.881821,-22.52,0.0246
R0853,INFEASIBLE,FRAGILE,3,Cm_alpha,-67.470174,-48.954533,27.44,0.0157
R0853,INFEASIBLE,FRAGILE,4,latency_steps,6.0,4.0,-33.33,0.0058
R0853,INFEASIBLE,FRAGILE,5,max_gimbal_deg,10.867797,11.163395,2.72,0.0033
R0855,INFEASIBLE,FRAGILE,1,backlash,0.16378,0.046223,-71.78,0.0734
R0855,INFEASIBLE,FRAGILE,2,control_effectiveness,13.581183,8.881821,-34.6,0.0365
R0855,INFEASIBLE,FRAGILE,3,Cm_alpha,-65.945372,-48.954533,25.77,0.0276
R0855,INFEASIBLE,FRAGILE,4,servo_slew_deg_s,24.351941,74.855953,207.39,0.0269
R0855,INFEASIBLE,FRAGILE,5,p_unstable,1.528583,1.152109,-24.63,0.0161
R0857,FRAGILE,EASY,1,Iyy,0.013192,0.027866,111.24,0.2171
R0857,FRAGILE,EASY,2,p_unstable,2.602791,1.152109,-55.74,0.1257
R0857,FRAGILE,EASY,3,servo_slew_deg_s,31.20024,74.855953,139.92,0.1039
R0857,FRAGILE,EASY,4,Cm_alpha,-68.497623,-48.954533,28.53,0.0996
R0857,FRAGILE,EASY,5,static_margin,0.192044,0.130246,-32.18,0.0951
R0860,INFEASIBLE,FRAGILE,1,servo_slew_deg_s,52.470572,74.855953,42.66,0.0639
R0860,INFEASIBLE,FRAGILE,2,Iyy,0.023042,0.027866,20.94,0.0589
R0860,INFEASIBLE,FRAGILE,3,backlash,0.12716,0.046223,-63.65,0.0231
R0860,INFEASIBLE,FRAGILE,4,max_gimbal_deg,8.551647,11.163395,30.54,0.0177
R0860,INFEASIBLE,FRAGILE,5,mass,1.739725,1.544939,-11.2,0.0161
R0862,INFEASIBLE,FRAGILE,1,mass,1.674373,1.544939,-7.73,0.0164
R0862,INFEASIBLE,FRAGILE,2,max_gimbal_deg,12.739786,11.163395,-12.37,0.0128
R0862,INFEASIBLE,FRAGILE,3,best_u_max_frac,0.849319,0.744226,-12.37,0.0128
R0862,INFEASIBLE,FRAGILE,4,Iyy,0.027652,0.027866,0.77,0.01
R0862,INFEASIBLE,FRAGILE,5,Cm_alpha,-55.083168,-48.954533,11.13,0.0092
R0864,FRAGILE,EASY,1,backlash,0.231105,0.046223,-80.0,0.6723
R0864,FRAGILE,EASY,2,Cm_alpha,-62.123672,-48.954533,21.2,0.0392
R0864,FRAGILE,EASY,3,best_u_max_frac,0.541221,0.744226,37.51,0.0306
R0864,FRAGILE,EASY,4,max_gimbal_deg,8.118313,11.163395,37.51,0.0276
R0864,FRAGILE,EASY,5,mass,1.035512,1.544939,49.2,0.0244
R0865,FRAGILE,EASY,1,backlash,0.101011,0.046223,-54.24,0.6235
R0865,FRAGILE,EASY,2,thrust,39.904175,35.274838,-11.6,0.1548
R0865,FRAGILE,EASY,3,Iyy,0.018648,0.027866,49.44,0.1342
R0865,FRAGILE,EASY,4,servo_slew_deg_s,42.244749,74.855953,77.2,0.0657
R0865,FRAGILE,EASY,5,best_u_max_frac,0.906245,0.744226,-17.88,0.0248
R0866,INFEASIBLE,FRAGILE,1,backlash,0.217783,0.046223,-78.78,0.3077
R0866,INFEASIBLE,FRAGILE,2,Iyy,0.015719,0.027866,77.27,0.0318
R0866,INFEASIBLE,FRAGILE,3,control_effectiveness,12.852052,8.881821,-30.89,0.0251
R0866,INFEASIBLE,FRAGILE,4,thrust,47.306786,35.274838,-25.43,0.0106
R0866,INFEASIBLE,FRAGILE,5,best_u_max_frac,0.944076,0.744226,-21.17,0.007
R0867,FRAGILE,EASY,1,Iyy,0.015476,0.027866,80.07,0.2807
R0867,FRAGILE,EASY,2,thrust,47.222449,35.274838,-25.3,0.0972
R0867,FRAGILE,EASY,3,control_effectiveness,13.308919,8.881821,-33.26,0.0868
R0867,FRAGILE,EASY,4,max_gimbal_deg,14.669782,11.163395,-23.9,0.0822
R0867,FRAGILE,EASY,5,servo_slew_deg_s,34.498986,74.855953,116.98,0.0646
R0870,INFEASIBLE,FRAGILE,1,backlash,0.224733,0.046223,-79.43,0.1949
R0870,INFEASIBLE,FRAGILE,2,Iyy,0.015695,0.027866,77.55,0.0106
R0870,INFEASIBLE,FRAGILE,3,thrust,45.105666,35.274838,-21.8,0.0096
R0870,INFEASIBLE,FRAGILE,4,max_gimbal_deg,12.229876,11.163395,-8.72,0.0072
R0870,INFEASIBLE,FRAGILE,5,latency_steps,5.0,4.0,-20.0,0.0033
R0871,INFEASIBLE,FRAGILE,1,Iyy,0.025384,0.027866,9.78,0.0274
R0871,INFEASIBLE,FRAGILE,2,backlash,0.213998,0.046223,-78.4,0.026
R0871,INFEASIBLE,FRAGILE,3,static_margin,0.181854,0.130246,-28.38,0.0183
