rocket_id,regime_label,theta_ddot_max,nom_sr,under_sr,over_sr,rise_time_best,tracking_rms_best,overshoot_best,rise_time_kp2,tracking_rms_kp2,overshoot_kp2,best_Kp,best_Kd,Iyy,motor_scale,max_gimbal_deg,wind_strength,servo_slew_deg_s,static_margin
R0011,EASY,57.38809067109397,1.0,1.0,1.0,0.19000000000000003,103.86176654292426,257.6660215117363,1.3150000000000002,15.104846987358387,28.543340219544604,80.0,1.0,0.0247630887575616,1.8042332879478655,12.638090067478291,0.2510418986634238,87.75706454397438,0.0356772705404649
R0012,EASY,14.867688439028674,1.0,1.0,1.0,0.23000000000000007,49.86246662919721,34.30687483720954,1.3283333333333334,14.056537717733653,26.047688478539413,80.0,1.0,0.0253013319170037,1.7691024361842,3.3861549722146664,0.141459838237499,82.72820329914904,-0.1318797145900966
R0013,EASY,86.7214464730296,1.0,1.0,1.0,0.17499999999999996,26.95683840201541,45.55362766973718,1.3516666666666666,16.48229307163621,29.916524521444146,80.0,1.0,0.0170146110915984,1.6876306645407944,14.055819080105124,0.4016426837495748,158.10520797783332,-0.1632883210791561
R0014,EASY,16.619463940040188,1.0,1.0,1.0,0.22166666666666668,77.21276806746947,31.108005604578896,1.361666666666667,14.501945218022614,27.33726395243212,80.0,1.0,0.027034629299625,1.705722572987895,4.1960189517000535,0.142043502666014,144.13450135792084,0.1074670444455533
R0015,EASY,32.07581653888499,1.0,1.0,1.0,0.2616666666666667,31.706502074156305,27.202711723248452,1.2266666666666668,13.800297107361152,24.49371978019143,40.0,1.0,0.0254359530774543,1.2703243916194256,10.276907040690997,0.4219074669929455,92.33633292092212,-0.0914818906377516
R0016,EASY,24.58853844506032,1.0,1.0,1.0,0.20166666666666666,58.81683841658085,30.174970672714608,2.1183333333333336,14.198553410222317,22.67007184488871,80.0,1.0,0.0233486762824531,2.437920789007048,3.75064304504043,0.3389818093338724,123.35390697874,-0.0310350848992659
R0017,EASY,20.557077433284284,1.0,1.0,1.0,0.2083333333333334,74.92234288653393,29.055153625138885,1.3650000000000002,13.114086558531534,25.31457320940571,80.0,1.0,0.0354275397863959,1.50013777192315,7.750265237333101,0.2420220848947079,158.8981520824886,-0.1473081601854916
R0018,EASY,60.859035753790245,1.0,1.0,1.0,0.17999999999999994,33.66599624274844,62.839272156021174,1.27,15.083861491954707,21.260454555654622,80.0,1.0,0.0138969020054631,1.982182002000152,6.8067801509879855,0.1333093546778381,68.68778406667761,-0.1073091655907493
R0019,EASY,27.71774416455826,1.0,1.0,1.0,0.20166666666666666,50.16101528427887,133.94648840907155,1.1766666666666665,14.96491106932954,26.386006314763534,80.0,1.0,0.0167229308534658,1.5926863041496495,4.636970692032431,0.1639343949238613,99.43010193446544,-0.1565711800205844
R0020,EASY,49.093956172767314,1.0,1.0,1.0,0.4216666666666668,13.402233667574718,16.710503064995205,1.1116666666666666,15.002643435709473,24.91436959262961,15.0,1.0,0.0353936934220372,2.5821026058233367,10.77364915063091,0.1334377309769234,63.952856549185576,-0.0294687512355586
R0021,EASY,66.26887633388878,1.0,1.0,1.0,0.18166666666666664,53.99954088250661,124.86253160530968,1.37,12.884222059504543,22.49710234141668,80.0,1.0,0.0363233180973948,2.780767917327507,13.913202365614133,0.0802638517719008,144.8525364460608,-0.1423840170089869
R0022,EASY,20.023646031413758,1.0,1.0,1.0,0.21000000000000005,59.699919215945535,26.29645880092374,1.3083333333333333,12.63278573197627,23.924366844234214,80.0,1.0,0.0321329061023735,1.7628273506818168,5.819027019563625,0.417244094201695,161.42434887231667,0.1541584018875434
R0023,EASY,38.37327945169174,1.0,1.0,1.0,0.19499999999999998,94.18488234227591,249.44524939902,1.2516666666666667,17.741994631592416,34.64461858310131,80.0,1.0,0.0294784285546466,1.6687928330771782,10.853034222475808,0.1164577694410268,114.43661508972838,0.1059788766952941
R0024,EASY,18.803436504838036,1.0,1.0,1.0,0.44333333333333336,16.602081990756826,16.121922289765916,1.285,14.372050926891275,24.80485689087314,15.0,1.0,0.0176238118850304,1.021278718214548,5.171335744549304,0.2539000677597462,69.24781753274276,0.081845958574994
R0025,EASY,107.090554603317,1.0,1.0,1.0,0.16666666666666666,15.93291170747038,23.390320245626352,0.9950000000000001,11.92214910763163,18.057300737024605,80.0,1.0,0.0113085695002474,1.3682938499612511,14.232297535744664,0.0604201050726459,150.04430634367134,-0.1232894029121562
R0026,EASY,78.55200707328841,1.0,1.0,1.0,0.24833333333333338,70.77784832151713,29.405938118733733,0.8633333333333333,17.043587002730405,27.597259649098152,40.0,1.0,0.0284713080121831,2.9990432896921715,11.955234312773772,0.4440271839033899,150.48775784793315,-0.2546146370204496
