rocket_id,pi_bin,keff,lat,Pi,Kp,Kd,Kd_Kp_ratio,sr
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.11828984245461184,0.011828984245461185,0.1,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.11828984245461184,0.03785274958547579,0.32,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.11828984245461184,0.11828984245461184,1.0,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.11828984245461184,0.37379590215657343,3.16,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.11828984245461184,0.57,4.818672408146208,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.16878387172238915,0.016878387172238916,0.1,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.16878387172238915,0.05401083895116453,0.32,0.4666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.16878387172238915,0.16878387172238915,1.0,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.16878387172238915,0.5333570346427497,3.16,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.16878387172238915,0.57,3.3770999218309172,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.24083213539261275,0.024083213539261277,0.1,0.3333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.24083213539261275,0.07706628332563609,0.32,0.8666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.24083213539261275,0.24083213539261275,1.0,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.24083213539261275,0.57,2.3667937797037197,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.24083213539261275,0.7610295478406564,3.16,0.7333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.34363542467589975,0.03436354246758998,0.1,0.4
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.34363542467589975,0.10996333589628793,0.32,0.9333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.34363542467589975,0.34363542467589975,1.0,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.34363542467589975,0.57,1.6587346910976837,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.34363542467589975,1.0858879419758432,3.1599999999999997,0.3333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.49032204485368736,0.04903220448536874,0.1,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.49032204485368736,0.15690305435317994,0.32,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.49032204485368736,0.49032204485368736,1.0,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.49032204485368736,0.57,1.1625012703030486,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.49032204485368736,1.549417661737652,3.16,0.13333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.6996243413968444,0.06996243413968443,0.09999999999999999,0.8
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.6996243413968444,0.2238797892469902,0.32,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.6996243413968444,0.57,0.8147229395448975,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.6996243413968444,0.6996243413968444,1.0,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.6996243413968444,2.210812918814028,3.16,0.3333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.998270879746041,0.0998270879746041,0.1,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.998270879746041,0.3194466815187331,0.32,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.998270879746041,0.57,0.5709873057150654,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.998270879746041,0.998270879746041,1.0,0.8
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,0.998270879746041,3.15453597999749,3.16,0.4666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,1.4243997676799955,0.14243997676799955,0.09999999999999999,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,1.4243997676799955,0.4558079256575986,0.32,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,1.4243997676799955,0.57,0.4001685572642242,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,1.4243997676799955,1.4243997676799955,1.0,0.5333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,1.4243997676799955,4.501103265868786,3.16,0.06666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.032429012336791,0.20324290123367914,0.1,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.032429012336791,0.57,0.2804525995939414,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.032429012336791,0.6503772839477732,0.32,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.032429012336791,2.032429012336791,1.0,0.4
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.032429012336791,6.42247567898426,3.16,0.06666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.9000058718882875,0.29000058718882876,0.1,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.9000058718882875,0.57,0.19655132616295515,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.9000058718882875,0.928001879004252,0.32,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.9000058718882875,2.9000058718882875,1.0,0.26666666666666666
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,2.9000058718882875,9.164018555166988,3.16,0.2
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,4.137922656062213,0.41379226560622134,0.1,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,4.137922656062213,0.57,0.13775027891469369,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,4.137922656062213,1.3241352499399082,0.32,0.8666666666666667
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,4.137922656062213,4.137922656062213,1.0,0.13333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,4.137922656062213,13.075835593156594,3.16,0.2
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,5.904265254609298,0.57,0.09654037808599751,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,5.904265254609298,0.5904265254609298,0.1,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,5.904265254609298,1.8893648814749753,0.32,0.8
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,5.904265254609298,5.904265254609298,1.0,0.3333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,5.904265254609298,18.657478204565383,3.16,0.4
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,8.42460120556262,0.57,0.06765898896479974,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,8.42460120556262,0.8424601205562621,0.1,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,8.42460120556262,2.6958723857800386,0.32,0.5333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,8.42460120556262,8.42460120556262,1.0,0.2
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,8.42460120556262,26.621739809577882,3.16,0.13333333333333333
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,12.020785383475069,0.57,0.04741786678793691,1.0
R9170,Pi50-100,18.670739601925785,2,74.68295840770314,12.020785383475069,1.202078538347507,0.1,1.0
