rocket_id,regime,wind_mult,sr,rms
R0440,EASY,2x,1.0,2.372804665277739
R0441,EASY,2x,0.6666666666666666,9.287638215152578
R0442,EASY,2x,1.0,3.6861478402057073
R0443,EASY,2x,1.0,1.8597722906709233
R0444,EASY,2x,0.6666666666666666,6.306870645217901
R0445,EASY,2x,1.0,6.069614783906029
R0446,EASY,2x,1.0,3.177656170016663
R0447,EASY,2x,1.0,5.119454114380794
R0448,EASY,2x,1.0,2.537738963244257
R0449,EASY,2x,1.0,5.188477381789279
R0450,EASY,2x,1.0,4.7862726443734935
R0451,EASY,2x,1.0,2.455746095106813
R0452,EASY,2x,0.3333333333333333,8.83127832545488
R0453,EASY,2x,1.0,2.438946471333278
R0454,EASY,2x,1.0,3.7813773331578737
R0455,EASY,2x,1.0,3.099984463251669
R0456,EASY,2x,1.0,2.9960900012104315
R0457,EASY,2x,0.6666666666666666,8.664394155212586
R0458,EASY,2x,1.0,3.999919376637024
R0459,EASY,2x,1.0,1.6204179898033433
R0460,EASY,2x,1.0,5.895712515631857
R0461,EASY,2x,1.0,4.206604701811254
R0462,EASY,2x,1.0,3.780105874943836
R0463,EASY,2x,1.0,2.120415531709012
R0464,EASY,2x,1.0,2.2449789086950824
R0465,EASY,2x,1.0,3.2584095177095787
R0466,EASY,2x,1.0,2.462735917329877
R0467,EASY,2x,1.0,5.110035339657531
R0468,EASY,2x,1.0,1.061333993757701
R0469,EASY,2x,1.0,4.078889316394853
R0470,EASY,2x,1.0,3.5495797800136066
R0471,EASY,2x,0.3333333333333333,6.8827395197058285
R0472,EASY,2x,1.0,8.920811590309624
R0473,EASY,2x,1.0,4.48739087057421
R0474,EASY,2x,1.0,2.7936349923759978
R0475,EASY,2x,0.6666666666666666,6.216249118885699
R0476,EASY,2x,1.0,3.6838518258199584
R0477,EASY,2x,1.0,2.1466131162497386
R0478,EASY,2x,1.0,3.7427750751314455
R0479,EASY,2x,1.0,2.8283827812081554
R0480,EASY,2x,1.0,3.7707101205542632
R0481,EASY,2x,1.0,3.0837440058272683
R0482,EASY,2x,1.0,1.9178086178994767
R0483,EASY,2x,1.0,3.7176875910818077
R0484,EASY,2x,0.6666666666666666,7.416894163651263
R0485,EASY,2x,1.0,5.189949504969777
R0486,EASY,2x,1.0,2.565243706390722
R0487,EASY,2x,1.0,1.8393464281662677
R0488,EASY,2x,0.6666666666666666,7.039034355608252
R0489,EASY,2x,1.0,8.7673649907987
R0490,EASY,2x,1.0,1.0609366412582155
R0491,FRAGILE,2x,0.3333333333333333,12.00113818389086
R0492,EASY,2x,1.0,6.182128890248731
R0493,EASY,2x,1.0,6.7972474407683166
R0494,EASY,2x,1.0,3.650480074613038
R0495,EASY,2x,1.0,3.4780274312905965
R0496,EASY,2x,1.0,4.1622268885908476
R0497,EASY,2x,1.0,1.300254651684493
R0498,EASY,2x,1.0,3.7483116112087025
R0499,EASY,2x,1.0,1.8597761279325986
R0500,EASY,2x,1.0,3.339728563401182
R0501,EASY,2x,1.0,3.48449870613465
R0502,EASY,2x,1.0,5.774530783971926
R0503,FRAGILE,2x,0.6666666666666666,9.326585038252821
R0504,FRAGILE,2x,0.6666666666666666,11.186044798104604
R0505,EASY,2x,1.0,5.160410674460343
R0506,EASY,2x,1.0,2.2838482819169816
R0507,EASY,2x,1.0,2.9845005710936565
R0508,EASY,2x,1.0,3.8228835370141656
R0509,EASY,2x,1.0,3.60287989862454
R0510,EASY,2x,1.0,5.122450339141324
R0511,EASY,2x,0.6666666666666666,8.751387534569849
R0512,EASY,2x,1.0,3.2124061411216567
R0513,EASY,2x,1.0,3.8738276232499644
R0514,EASY,2x,1.0,2.9093071120415614
R0515,EASY,2x,1.0,2.6954308976719132
R0516,EASY,2x,1.0,3.0779748334534305
R0517,EASY,2x,0.6666666666666666,10.662740196958428
R0518,EASY,2x,1.0,3.915449229780687
R0519,EASY,2x,0.3333333333333333,13.2870333101683
R0520,EASY,2x,1.0,5.688699243930547
R0521,EASY,2x,1.0,3.9275793365533502
R0522,EASY,2x,0.3333333333333333,16.612814814901565
R0523,FRAGILE,2x,1.0,3.381841298079228
R0524,EASY,2x,1.0,5.033186716889065
R0525,EASY,2x,1.0,2.4118506917303413
R0526,EASY,2x,1.0,1.86836554383846
R0527,EASY,2x,1.0,6.073580692325489
R0528,EASY,2x,1.0,3.4425224379884334
R0529,EASY,2x,1.0,2.228916246179419
R0530,EASY,2x,1.0,1.818037994884465
R0531,EASY,2x,1.0,1.3696947720187385
R0532,EASY,2x,1.0,1.807661701742158
R0533,EASY,2x,1.0,4.018305181039074
R0534,EASY,2x,1.0,4.845364589103709
R0535,EASY,2x,1.0,2.284042872858994
R0536,EASY,2x,1.0,2.4487835044882162
R0537,EASY,2x,1.0,4.488202287819504
R0538,EASY,2x,1.0,4.910497086607914
R0539,EASY,2x,1.0,2.1104849609195386
R0540,EASY,2x,1.0,3.166106015276073
R0541,EASY,2x,1.0,7.529075649961075
R0542,EASY,2x,1.0,2.906826340275776
R0543,EASY,2x,1.0,3.159495471762421
R0544,EASY,2x,0.6666666666666666,5.4198077258135875
R0545,EASY,2x,1.0,3.521374588804946
R0546,EASY,2x,1.0,2.312373723223964
R0547,EASY,2x,1.0,2.808216269734895
R0548,EASY,2x,0.6666666666666666,14.107269460288926
R0549,EASY,2x,1.0,1.664599614409352
R0550,EASY,2x,1.0,2.4602508947968937
R0551,EASY,2x,1.0,4.310945723371835
R0552,EASY,2x,1.0,3.189085783109545
R0553,EASY,2x,1.0,2.2940130153661493
R0554,EASY,2x,0.6666666666666666,6.973843559180076
R0555,EASY,2x,1.0,1.009553210768527
R0556,EASY,2x,1.0,5.162898758966858
R0557,EASY,2x,1.0,2.1865166268747243
R0558,EASY,2x,0.6666666666666666,6.494397679665526
R0559,EASY,2x,1.0,3.1249737357151575
R0560,EASY,2x,1.0,2.500672992575731
R0561,EASY,2x,1.0,2.291737266815083
R0562,EASY,2x,1.0,2.6445688385670256
R0563,EASY,2x,1.0,5.592073135662331
R0564,EASY,2x,1.0,3.701805245213885
R0565,EASY,2x,1.0,4.437828462084641
R0566,EASY,2x,1.0,3.595909271438186
R0567,EASY,2x,1.0,2.6504710787929704
R0568,EASY,2x,1.0,4.535701090425785
R0569,EASY,2x,0.3333333333333333,9.504647345263008
R0570,EASY,2x,1.0,1.153287786767744
R0571,EASY,2x,1.0,7.2600347485914165
R0572,EASY,2x,1.0,2.5161439599593525
R0573,EASY,2x,1.0,5.377620172618459
R0574,EASY,2x,1.0,2.4689431573605365
R0575,EASY,2x,1.0,3.3310759173828566
R0576,EASY,2x,1.0,2.2343340720657223
R0577,EASY,2x,1.0,2.446035715637294
R0578,EASY,2x,1.0,4.510670444057822
R0579,EASY,2x,1.0,3.159783216087399
R0580,EASY,2x,1.0,2.740890169163668
R0581,EASY,2x,1.0,2.743847622321617
R0582,EASY,2x,0.6666666666666666,6.938533060088591
R0583,EASY,2x,1.0,8.103840321056655
R0584,EASY,2x,1.0,5.42243259821128
R0585,EASY,2x,1.0,3.834964347115731
R0586,EASY,2x,1.0,3.484159437737114
R0587,EASY,2x,1.0,4.081340993285264
R0588,EASY,2x,1.0,2.156821689956885
R0589,EASY,2x,1.0,2.90503763681297
R0590,EASY,2x,1.0,3.6876014173313334
R0591,EASY,2x,1.0,3.158257388840061
R0592,EASY,2x,0.6666666666666666,9.033046549932871
R0593,EASY,2x,0.3333333333333333,13.420674297577852
R0594,EASY,2x,1.0,2.962388390975874
R0595,EASY,2x,1.0,3.855395096442226
R0596,EASY,2x,1.0,2.6333570203704793
R0597,EASY,2x,1.0,6.1391209845792005
R0598,EASY,2x,1.0,4.376824742945041
R0599,EASY,2x,1.0,2.2770224857718255
R0600,EASY,2x,1.0,2.957006198419821
R0601,EASY,2x,1.0,3.906459396317807
R0602,EASY,2x,1.0,3.4825966487261177
R0603,EASY,2x,1.0,3.808452179006366
R0604,EASY,2x,1.0,5.211350435794825
R0605,EASY,2x,1.0,2.9250973423800506
R0606,EASY,2x,1.0,3.1340409411617887
R0607,EASY,2x,1.0,2.016172010820494
R0608,EASY,2x,1.0,3.346928460552878
R0609,EASY,2x,1.0,2.4082386632157244
R0610,EASY,2x,1.0,3.10336857473788
R0611,EASY,2x,1.0,2.9202506522074323
R0612,EASY,2x,1.0,6.83254604346011
R0613,EASY,2x,1.0,4.875535228512482
R0614,EASY,2x,1.0,3.75657791297915
R0615,EASY,2x,0.3333333333333333,7.7618579749669605
R0616,EASY,2x,1.0,3.829232184854518
R0617,EASY,2x,1.0,3.45178556500683
R0618,EASY,2x,1.0,1.8941642129867355
R0619,EASY,2x,1.0,3.0809695043149277
R0620,EASY,2x,1.0,6.181323797343365
R0621,EASY,2x,1.0,5.921170309207665
R0622,EASY,2x,1.0,3.3800356538433136
R0623,EASY,2x,1.0,5.677410986215297
R0624,EASY,2x,1.0,5.078514848634131
R0625,EASY,2x,1.0,6.869573881070127
R0626,EASY,2x,1.0,4.42092434027439
R0627,EASY,2x,1.0,6.9166098347875575
R0628,EASY,2x,1.0,3.7855054247778512
R0629,EASY,2x,1.0,3.5686155093940393
R0630,EASY,2x,1.0,2.0721576118156553
R0631,EASY,2x,1.0,4.248644966319457
R0632,EASY,2x,1.0,3.00980375539882
R0633,EASY,2x,1.0,7.809916654192807
R0634,EASY,2x,1.0,2.4471920052973553
R0635,EASY,2x,1.0,3.084947561618977
R0636,EASY,2x,1.0,7.055603638250402
R0637,EASY,2x,1.0,1.3933795957968804
R0638,EASY,2x,1.0,4.326833866106694
R0639,EASY,2x,1.0,2.260028371712308
R0640,EASY,2x,1.0,2.646664152171322
R0641,FRAGILE,2x,0.6666666666666666,8.223728528541931
R0642,EASY,2x,1.0,2.2878325641269956
R0643,EASY,2x,0.6666666666666666,5.9125601561563075
R0644,EASY,2x,1.0,6.988895947928938
R0645,EASY,2x,1.0,2.7823650402702467
R0646,EASY,2x,1.0,4.4020512124919335
R0647,EASY,2x,0.6666666666666666,8.91209390079248
R0648,EASY,2x,1.0,3.900546706278877
R0649,EASY,2x,1.0,4.345457242905838
R0650,EASY,2x,1.0,2.814042292671033
R0651,EASY,2x,1.0,3.2038737659930248
R0652,EASY,2x,1.0,3.307833582807446
R0653,EASY,2x,1.0,1.1860456009881086
R0654,EASY,2x,1.0,7.735310734368802
R0655,EASY,2x,1.0,2.5520830548512112
R0656,EASY,2x,1.0,1.3569203769110674
R0657,EASY,2x,1.0,2.8401009896067175
R0658,EASY,2x,1.0,3.6827243731600716
R0659,EASY,2x,1.0,3.055541765319924
R0660,EASY,2x,1.0,4.301860005275425
R0661,EASY,2x,1.0,2.7615412661407106
R0662,EASY,2x,1.0,5.00568130966945
R0663,EASY,2x,1.0,3.0601791268680043
R0664,EASY,2x,1.0,5.99672797206012
R0665,EASY,2x,1.0,3.558109614456322
R0666,EASY,2x,1.0,0.7772384931900213
R0667,EASY,2x,0.6666666666666666,9.625923659290075
R0668,EASY,2x,1.0,5.325138224366661
R0669,EASY,2x,1.0,2.495013306207922
R0670,EASY,2x,1.0,3.9746493678483823
R0671,FRAGILE,2x,0.3333333333333333,13.09107278408772
R0672,EASY,2x,1.0,1.6367723282675553
R0673,EASY,2x,1.0,3.421010115805929
R0674,EASY,2x,1.0,6.043813456732678
R0675,EASY,2x,1.0,5.590849560196552
R0676,EASY,2x,1.0,4.694345778835422
R0677,EASY,2x,1.0,4.238739060258697
R0678,EASY,2x,1.0,2.634750346792215
R0679,EASY,2x,1.0,2.7103963053950793
R0680,FRAGILE,2x,0.6666666666666666,7.356886392016553
R0681,EASY,2x,1.0,3.0987436527284657
R0682,EASY,2x,1.0,3.6074205272887014
R0683,EASY,2x,1.0,2.7978507345046215
R0684,EASY,2x,1.0,4.239119557199839
R0685,EASY,2x,1.0,2.8704482761647463
R0686,EASY,2x,1.0,1.7619931658337349
R0687,EASY,2x,1.0,4.1623021926683785
R0688,FRAGILE,2x,0.3333333333333333,18.12065658520334
R0689,EASY,2x,1.0,3.3400281887064254
R0690,EASY,2x,1.0,3.047146579092391
R0691,EASY,2x,1.0,2.1713549784597586
R0692,EASY,2x,0.0,21.810673040870466
R0693,EASY,2x,1.0,3.4989479898121796
R0694,EASY,2x,1.0,4.077602552091759
R0695,EASY,2x,1.0,1.9524484034299885
R0696,EASY,2x,0.6666666666666666,6.533859973373534
R0697,EASY,2x,1.0,2.9150045464271215
R0698,EASY,2x,1.0,2.4160254173877114
R0699,EASY,2x,1.0,1.7742326909759039
R0700,EASY,2x,0.6666666666666666,10.038763195337431
R0701,EASY,2x,0.6666666666666666,6.887269410660623
R0702,EASY,2x,1.0,1.6486639663952587
R0703,EASY,2x,1.0,3.875889802000401
R0704,EASY,2x,0.6666666666666666,5.1408142995892545
R0705,EASY,2x,1.0,5.988905123334555
R0706,EASY,2x,1.0,9.5482944567631
R0707,EASY,2x,1.0,4.843197170887433
R0708,EASY,2x,1.0,3.3637457849739643
R0709,EASY,2x,1.0,2.5303068323934563
R0710,EASY,2x,0.3333333333333333,8.857624875855706
R0711,EASY,2x,1.0,4.812797487535253
R0712,EASY,2x,1.0,3.6980364447733027
R0713,EASY,2x,1.0,3.1264797023952187
R0714,EASY,2x,1.0,3.4061364167340695
R0715,EASY,2x,1.0,2.02818533771778
R0716,EASY,2x,1.0,3.495543842820048
R0717,EASY,2x,1.0,3.870309765148845
R0718,EASY,2x,1.0,3.8619610347454874
R0719,EASY,2x,1.0,3.3897467831364936
R0720,EASY,2x,1.0,3.6820822026261957
R0721,EASY,2x,1.0,2.0441192063796385
R0722,EASY,2x,1.0,1.7684920311556265
R0723,EASY,2x,1.0,2.4871825409822037
R0724,EASY,2x,1.0,3.5335634397311737
R0725,EASY,2x,1.0,7.420503612131845
R0726,EASY,2x,1.0,4.145533804215674
R0727,EASY,2x,1.0,3.268367570291103
R0728,EASY,2x,1.0,2.3507948713127935
R0729,EASY,2x,0.6666666666666666,7.509500629348065
R0730,EASY,2x,1.0,2.6040722204507656
R0731,EASY,2x,1.0,1.79190775530696
R0732,EASY,2x,1.0,2.063327498237894
R0733,EASY,2x,1.0,4.131249534452398
R0734,EASY,2x,1.0,6.0449619313834875
R0735,EASY,2x,1.0,2.705450925539495
R0736,EASY,2x,1.0,8.610406038935096
R0737,EASY,2x,1.0,5.465780684553316
R0738,EASY,2x,1.0,4.51144535700617
R0739,EASY,2x,1.0,2.8470027510521425
R0740,EASY,2x,0.6666666666666666,7.65776295462597
R0741,EASY,2x,1.0,3.1404784529248886
R0742,EASY,2x,1.0,2.9748774597993255
R0743,EASY,2x,1.0,4.269167930524422
R0744,EASY,2x,1.0,2.4892761778823154
R0745,EASY,2x,1.0,2.6453135690990575
R0746,EASY,2x,1.0,3.145258984467132
R0747,EASY,2x,1.0,3.9119684897342673
R0748,FRAGILE,2x,0.3333333333333333,12.71645843530525
R0749,EASY,2x,1.0,3.2249997103972476
R0750,EASY,2x,1.0,3.0076778338435495
R0751,EASY,2x,1.0,4.046151000222851
R0752,EASY,2x,1.0,2.335743195330713
R0753,EASY,2x,1.0,2.8220717254883154
R0754,EASY,2x,1.0,8.353723452077224
R0755,EASY,2x,1.0,2.366219492839395
R0756,EASY,2x,1.0,8.800243234615744
R0757,EASY,2x,1.0,4.774301145034104
R0758,EASY,2x,1.0,4.065991585777148
R0759,FRAGILE,2x,0.3333333333333333,10.081298953909405
R0760,EASY,2x,1.0,4.567017539662794
R0761,EASY,2x,1.0,3.8134986745556474
R0762,EASY,2x,0.3333333333333333,10.509277943383152
R0763,EASY,2x,1.0,2.190940092331473
R0764,EASY,2x,1.0,2.566703340015128
R0765,EASY,2x,1.0,1.635698005391496
R0766,EASY,2x,1.0,2.931722737187485
R0767,EASY,2x,1.0,0.8672452530348341
R0768,EASY,2x,1.0,5.635839434316796
R0769,EASY,2x,0.3333333333333333,9.156774456010233
R0770,EASY,2x,1.0,1.977583433237994
R0771,EASY,2x,1.0,6.386668720459563
R0772,EASY,2x,1.0,6.108153810729917
R0773,EASY,2x,1.0,1.1822080252004945
R0774,EASY,2x,1.0,4.297719176575535
R0775,EASY,2x,1.0,5.156006881449226
R0776,EASY,2x,1.0,3.2116409824144636
R0777,EASY,2x,1.0,3.0094841441963953
R0778,EASY,2x,1.0,2.6229350498745476
R0779,EASY,2x,1.0,1.4696137232256221
R0780,EASY,2x,1.0,4.693533559389391
R0781,EASY,2x,1.0,4.472145160831997
R0782,EASY,2x,1.0,2.9072029560438737
R0783,EASY,2x,1.0,4.150296584576037
R0784,EASY,2x,1.0,4.210156297551773
R0785,EASY,2x,1.0,4.128347213644214
R0786,EASY,2x,1.0,2.696285285996899
R0787,EASY,2x,1.0,3.035978589638369
R0788,EASY,2x,0.6666666666666666,6.9452721929074075
R0789,EASY,2x,1.0,5.008099904036946
R0790,EASY,2x,1.0,1.8815349197659987
R0791,EASY,2x,1.0,4.381206589377617
R0792,EASY,2x,1.0,7.100173505718549
R0793,EASY,2x,1.0,4.216899804247739
R0794,EASY,2x,1.0,2.9701043339740525
R0795,EASY,2x,1.0,1.9243195583472286
R0796,EASY,2x,1.0,3.241798983920806
R0797,EASY,2x,0.6666666666666666,4.551952648428512
R0798,EASY,2x,1.0,6.729775979768966
R0799,EASY,2x,1.0,4.1476285240740935
R0800,EASY,2x,1.0,2.3175824375540883
R0801,EASY,2x,1.0,1.3451753151314552
R0802,EASY,2x,1.0,3.216166907088164
R0803,EASY,2x,1.0,5.045236466863295
R0804,EASY,2x,0.6666666666666666,5.2953549565616695
R0805,EASY,2x,1.0,1.353564245936272
R0806,EASY,2x,1.0,3.8727883289682716
R0807,EASY,2x,1.0,4.320043814245854
R0808,EASY,2x,1.0,4.9111384422050826
R0809,EASY,2x,1.0,3.607261767719095
R0810,EASY,2x,1.0,2.3821891255602172
R0811,EASY,2x,1.0,7.065319514540044
R0812,EASY,2x,1.0,4.4342964949805035
R0813,EASY,2x,1.0,4.3455865083167575
R0814,EASY,2x,0.6666666666666666,6.579316948151813
R0815,EASY,2x,1.0,3.881131269222758
R0816,EASY,2x,1.0,4.746601675591389
R0817,EASY,2x,1.0,4.7403071822184915
R0818,EASY,2x,1.0,3.2233414528626123
R0819,EASY,2x,1.0,6.796412427636429
R0820,EASY,2x,1.0,2.962322605879488
R0821,EASY,2x,1.0,4.007544741702599
R0822,EASY,2x,1.0,2.4105336186801147
R0823,EASY,2x,1.0,1.5587366439867882
R0824,EASY,2x,1.0,7.998023643305899
R0825,EASY,2x,1.0,4.032121411088119
R0826,EASY,2x,1.0,6.55267641171324
R0827,EASY,2x,1.0,2.2365755680930155
R0828,MARGINAL,2x,0.3333333333333333,13.489586885195244
R0829,EASY,2x,1.0,2.5585591420933853
R0830,EASY,2x,0.6666666666666666,5.79360112336467
R0831,EASY,2x,1.0,2.95418608546141
R0832,EASY,2x,1.0,3.763325031488266
R0833,EASY,2x,1.0,3.19993946880359
R0834,EASY,2x,1.0,4.434222418441737
R0835,EASY,2x,0.0,19.364578418187616
R0836,EASY,2x,1.0,4.401437239844817
R0837,EASY,2x,1.0,3.287024663560226
R0838,EASY,2x,1.0,5.463308230489119
R0839,EASY,2x,1.0,2.814655813093673
R0840,EASY,2x,1.0,3.8544059171047445
R0841,EASY,2x,1.0,1.2281272071350104
R0842,EASY,2x,1.0,6.195862098827409
R0843,EASY,2x,1.0,5.766651349460203
R0844,EASY,2x,1.0,5.704560367119324
R0845,EASY,2x,1.0,3.877228687936977
R0846,EASY,2x,1.0,3.303013490345144
R0847,EASY,2x,1.0,2.4993561435887823
R0848,MARGINAL,2x,0.6666666666666666,11.14917649554368
R0849,EASY,2x,1.0,4.7219811462655175
R0850,EASY,2x,1.0,2.8561735372698913
R0851,EASY,2x,1.0,2.944939620526666
R0852,EASY,2x,0.6666666666666666,6.036268140687061
R0853,EASY,2x,1.0,2.998532286449887
R0854,EASY,2x,1.0,4.130639961204369
R0855,EASY,2x,1.0,5.317021975852066
R0856,EASY,2x,0.6666666666666666,4.647412625269258
R0857,EASY,2x,1.0,1.9157524626863378
R0858,EASY,2x,1.0,4.861397478625977
R0859,EASY,2x,1.0,1.9325056760592239
R0860,EASY,2x,1.0,2.970160284131484
R0861,EASY,2x,1.0,4.571839498626933
R0862,EASY,2x,1.0,2.3075710869033927
R0863,EASY,2x,1.0,3.3152505754617745
R0864,EASY,2x,1.0,4.67222471705503
R0865,EASY,2x,1.0,3.3821120389101402
R0866,FRAGILE,2x,0.0,13.32852736082115
R0867,EASY,2x,1.0,2.532093856457449
R0868,EASY,2x,0.6666666666666666,5.967320331745082
R0869,EASY,2x,1.0,1.6224415058153125
R0870,EASY,2x,1.0,2.7482268492040274
R0871,EASY,2x,1.0,2.755112334715442
R0872,EASY,2x,1.0,3.607749721467519
R0873,EASY,2x,0.6666666666666666,8.516350385432256
R0874,EASY,2x,1.0,5.170654543277027
R0875,EASY,2x,1.0,4.1303572071189185
R0876,EASY,2x,1.0,1.8645433676100946
R0877,EASY,2x,1.0,3.2858678823021243
R0878,EASY,2x,1.0,2.4987521120969984
R0879,EASY,2x,1.0,2.0668320757159973
R0880,EASY,2x,1.0,4.3443409607249395
R0881,EASY,2x,1.0,1.5652765316309598
R0882,EASY,2x,1.0,5.215557100279143
R0883,EASY,2x,1.0,4.543592315253757
R0884,EASY,2x,1.0,2.201301740908497
R0885,EASY,2x,1.0,1.2211726555638978
R0886,EASY,2x,1.0,5.032193558199277
R0887,EASY,2x,1.0,4.172672978720178
R0888,EASY,2x,0.6666666666666666,7.536374829562703
R0889,EASY,2x,1.0,3.288132596149461
R0890,EASY,2x,1.0,3.245184364668337
R0891,EASY,2x,1.0,4.3061725050624595
R0892,EASY,2x,1.0,3.047979692028669
R0893,EASY,2x,1.0,3.9521302713586763
R0894,EASY,2x,1.0,2.5958605403979633
R0895,EASY,2x,1.0,4.467360002298076
R0896,EASY,2x,1.0,5.640353573093662
R0897,EASY,2x,1.0,2.6598250224643105
R0898,EASY,2x,1.0,3.78173699854322
R0899,EASY,2x,1.0,5.423927189697317
R0900,EASY,2x,1.0,3.9615762195438324
R0901,EASY,2x,0.6666666666666666,5.828154750208487
R0902,EASY,2x,1.0,3.121739621403318
R0903,EASY,2x,1.0,3.1271232878346056
R0904,EASY,2x,1.0,5.842149350721862
R0905,EASY,2x,1.0,4.259297232493515
R0906,EASY,2x,1.0,3.4932372920497468
R0907,EASY,2x,1.0,3.630768511925131
R0908,EASY,2x,1.0,3.2495400864689565
R0909,EASY,2x,0.3333333333333333,8.622877023008552
R0910,EASY,2x,1.0,3.1686485238724913
R0911,EASY,2x,1.0,2.241854820091664
R0912,EASY,2x,1.0,3.0516725934116358
R0913,EASY,2x,1.0,2.0522566179872594
R0914,EASY,2x,1.0,2.8091856613857336
R0915,EASY,2x,1.0,5.2430599219886025
R0916,EASY,2x,1.0,4.503244631302884
R0917,EASY,2x,1.0,3.376905047552088
R0918,EASY,2x,1.0,7.467402058102387
R0919,EASY,2x,1.0,6.064353194042741
R0920,EASY,2x,0.6666666666666666,5.723765516918846
R0921,EASY,2x,1.0,3.625736198319123
R0922,EASY,2x,1.0,3.768341464971454
R0923,EASY,2x,1.0,1.6450290620593442
R0924,EASY,2x,1.0,4.270211777153133
R0925,EASY,2x,1.0,1.6262323467701971
R0926,EASY,2x,1.0,4.603461960143799
R0927,EASY,2x,1.0,5.020852639451397
R0928,EASY,2x,1.0,1.4019055078774922
R0929,EASY,2x,1.0,2.059260606585083
R0930,EASY,2x,1.0,3.9951317807684714
R0931,EASY,2x,1.0,5.38246539265808
R0932,EASY,2x,1.0,7.742682284686807
R0933,EASY,2x,0.6666666666666666,7.131835134808713
R0934,EASY,2x,1.0,4.670457774824034
R0935,EASY,2x,1.0,2.703735116563564
R0936,EASY,2x,1.0,5.925954411152051
R0937,EASY,2x,1.0,6.577641922768301
R0938,EASY,2x,0.6666666666666666,4.696464215109645
R0939,EASY,2x,1.0,4.960611497792452
R0940,EASY,2x,1.0,0.9679696452230134
R0941,EASY,2x,1.0,7.134243368097894
R0942,EASY,2x,1.0,3.0373305413551623
R0943,EASY,2x,1.0,3.0694261763911546
R0944,EASY,2x,0.6666666666666666,11.034361833789426
R0945,EASY,2x,1.0,3.2465492438030084
R0946,EASY,2x,1.0,3.152362524770385
R0947,EASY,2x,1.0,2.1320557556640316
R0948,EASY,2x,1.0,2.508469697859154
R0949,EASY,2x,1.0,6.221805094142891
R0950,EASY,2x,1.0,2.5740542741035477
R0951,EASY,2x,1.0,4.216228098553619
R0952,EASY,2x,1.0,4.609882124211504
R0953,EASY,2x,1.0,7.762736715028818
R0954,FRAGILE,2x,1.0,9.841098195579146
R0955,EASY,2x,1.0,4.078671999039103
R0956,EASY,2x,1.0,4.64042495843819
R0957,EASY,2x,1.0,1.4792960815427365
R0958,FRAGILE,2x,0.0,12.992940025793962
R0959,EASY,2x,1.0,3.0165811923563814
R0960,EASY,2x,1.0,2.2084771127010514
R0961,EASY,2x,0.6666666666666666,8.053754899779952
R0962,EASY,2x,1.0,2.382604158522924
R0963,EASY,2x,1.0,2.969499480294189
R0964,EASY,2x,1.0,3.003111145789358
R0965,EASY,2x,1.0,2.18303744518575
R0966,EASY,2x,1.0,5.364735204315907
R0967,EASY,2x,1.0,4.860043385888598
R0968,EASY,2x,1.0,6.166912875093409
R0969,EASY,2x,1.0,4.494164820370996
R0970,EASY,2x,1.0,3.13951884753233
R0971,EASY,2x,1.0,6.29778262102056
R0972,EASY,2x,1.0,5.411623279500046
R0973,EASY,2x,0.6666666666666666,5.979714880473665
R0974,EASY,2x,1.0,3.657163339737593
R0975,EASY,2x,1.0,4.98484771465416
R0976,EASY,2x,1.0,2.818192319431389
R0977,EASY,2x,1.0,3.1822930526999187
R0978,EASY,2x,1.0,2.541263849178072
R0979,EASY,2x,1.0,1.013198627134763
R0980,EASY,2x,1.0,2.9819538062466164
R0981,EASY,2x,1.0,1.3671378089002
R0982,FRAGILE,2x,0.6666666666666666,9.973611198326083
R0983,EASY,2x,1.0,2.941435420654905
R0984,EASY,2x,1.0,2.9256867611493202
R0985,EASY,2x,1.0,6.252830515759097
R0986,EASY,2x,1.0,3.8500939380647026
R0987,EASY,2x,1.0,1.6741748508298493
R0988,EASY,2x,0.3333333333333333,10.219222450720059
R0989,EASY,2x,1.0,3.3456892326031293
R0990,EASY,2x,0.6666666666666666,6.835947808178652
R0991,EASY,2x,1.0,4.291243992837393
R0992,EASY,2x,1.0,3.517900185188388
R0993,EASY,2x,1.0,4.418608384624661
R0994,EASY,2x,1.0,3.61882249525339
R0995,EASY,2x,1.0,3.533264104343272
R0996,EASY,2x,1.0,3.4666413325971157
R0997,EASY,2x,1.0,1.6500583458456781
R0998,EASY,2x,1.0,4.086202072356374
R0999,EASY,2x,1.0,3.6929283889693862
R1000,EASY,2x,1.0,3.3812858822271057
R1001,EASY,2x,1.0,2.9285508968432055
R1002,EASY,2x,1.0,3.474900732816471
R1003,EASY,2x,1.0,1.9529904819944022
R1004,EASY,2x,1.0,6.215433103571567
R1005,EASY,2x,0.6666666666666666,5.796971921790262
R1006,EASY,2x,1.0,3.869425832107577
R1007,EASY,2x,1.0,7.312416863771909
R1008,EASY,2x,1.0,2.4738612616943736
R1009,EASY,2x,1.0,3.397224582706459
R1010,EASY,2x,1.0,6.960722228144838
R1011,EASY,2x,1.0,2.8450286358691272
R1012,EASY,2x,1.0,6.601385137070921
R1013,EASY,2x,1.0,5.457027144051376
R1014,EASY,2x,1.0,3.9021847769997002
R1015,EASY,2x,1.0,2.6439810021451042
R1016,EASY,2x,1.0,1.8864276597232645
R1017,EASY,2x,1.0,2.4082468170081452
R1018,EASY,2x,1.0,3.534110522621983
R1019,EASY,2x,1.0,4.790623322300051
R1020,EASY,2x,1.0,2.676431726592467
