Iyy,td,Kp,sr,rms
0.014393190106484027,65.48081343359445,5.212528644016011,0.7,6.268672546218955
0.014393190106484027,65.48081343359445,6.26210730203502,0.9,5.45798229090134
0.014393190106484027,65.48081343359445,7.523025874825267,0.9,4.9601118097478665
0.014393190106484027,65.48081343359445,9.037839114462042,1.0,4.231108985687743
0.014393190106484027,65.48081343359445,10.857670466379624,0.9,4.684877107670428
0.014393190106484027,65.48081343359445,13.043937434983807,1.0,4.101147318624807
0.014393190106484027,65.48081343359445,15.67042436355178,1.0,3.2760575439844453
0.014393190106484027,65.48081343359445,18.825772582686582,1.0,3.186586943286532
0.014393190106484027,65.48081343359445,22.616471967368284,1.0,2.7640370058248886
0.014393190106484027,65.48081343359445,27.170454864687393,1.0,2.581479532993019
0.014393190106484027,65.48081343359445,32.64141368375937,1.0,2.2350129181955154
0.014393190106484027,65.48081343359445,39.21398786220032,1.0,2.3546966865231678
0.014393190106484027,65.48081343359445,47.10999526414169,1.0,2.0686816539325634
0.014393190106484027,65.48081343359445,56.59591831329047,1.0,1.6802456667979662
0.014393190106484027,65.48081343359445,67.99189751060582,1.0,1.674163828977722
0.014393190106484027,65.48081343359445,81.68253585890001,1.0,1.6920566422845593
0.014393190106484027,65.48081343359445,98.12987883298509,1.0,1.3775917349539937
0.014393190106484027,65.48081343359445,117.88900795649232,1.0,1.4034639185632427
0.014393190106484027,65.48081343359445,141.6267742531272,1.0,1.5761671284586058
0.014393190106484027,65.48081343359445,170.14430380777196,1.0,1.3329018502520458
0.014393190106484027,65.48081343359445,204.40403497781534,1.0,1.3038564364273488
0.014393190106484027,65.48081343359445,245.56219973379717,1.0,1.3205694939713883
0.014393190106484027,65.48081343359445,295.00784534241706,1.0,1.232489984945545
0.014393190106484027,65.48081343359445,354.4097133350338,1.0,1.3496221549630953
0.014393190106484027,65.48081343359445,425.77255788038127,0.9,1.9273662272424683
0.014393190106484027,65.48081343359445,511.50480425075546,0.9,2.605062984739882
0.014393190106484027,65.48081343359445,614.4998307878476,0.5,3.9449607751552813
0.014393190106484027,65.48081343359445,738.2336175540148,0.3,12.783704138048886
0.014393190106484027,65.48081343359445,886.8820572141738,0.1,37.958705864591096
0.014393190106484027,65.48081343359445,1065.461887274313,0.1,63.27616416977132
0.014393190106484027,65.48081343359445,1280.0,0.0,87.4406123958506
0.017166756138789728,54.90133304493853,1.0,0.5,12.165851157119658
0.017166756138789728,54.90133304493853,1.201356909419371,0.4,11.81684463232092
0.017166756138789728,54.90133304493853,1.4432584238096626,0.5,10.733701169993887
0.017166756138789728,54.90133304493853,1.733868479521449,0.5,10.227518059104971
0.017166756138789728,54.90133304493853,2.0829948778975518,0.5,9.573059356775637
0.017166756138789728,54.90133304493853,2.502420288847383,0.4,8.507891592087464
0.017166756138789728,54.90133304493853,3.0062999042780216,0.7,7.151877409035765
0.017166756138789728,54.90133304493853,3.6116391617911954,0.7,6.883396078546999
0.017166756138789728,54.90133304493853,4.338867661347438,0.9,6.787919307051844
0.017166756138789728,54.90133304493853,5.212528644016011,1.0,5.997423618249323
0.017166756138789728,54.90133304493853,6.26210730203502,0.9,5.196403830604132
0.017166756138789728,54.90133304493853,7.523025874825267,1.0,4.53981264968681
0.017166756138789728,54.90133304493853,9.037839114462042,1.0,4.68088553528098
0.017166756138789728,54.90133304493853,10.857670466379624,1.0,4.484015216468295
0.017166756138789728,54.90133304493853,13.043937434983807,1.0,3.9828742441170575
0.017166756138789728,54.90133304493853,15.67042436355178,1.0,3.3887179590158993
0.017166756138789728,54.90133304493853,18.825772582686582,1.0,3.3812549516644035
0.017166756138789728,54.90133304493853,22.616471967368284,1.0,3.0942938454022793
0.017166756138789728,54.90133304493853,27.170454864687393,1.0,2.8129818955621744
0.017166756138789728,54.90133304493853,32.64141368375937,1.0,2.4601637115605604
0.017166756138789728,54.90133304493853,39.21398786220032,1.0,2.3345269519995675
0.017166756138789728,54.90133304493853,47.10999526414169,1.0,2.287607026794447
0.017166756138789728,54.90133304493853,56.59591831329047,1.0,1.9280875055520224
0.017166756138789728,54.90133304493853,67.99189751060582,1.0,1.713201449274256
0.017166756138789728,54.90133304493853,81.68253585890001,1.0,1.6841387153177934
