rocket_id,regime,is_fragile,seed,rms,slew_sat,success,peak,td_max,latency
R1115,EASY,0,6,4.174287024382813,0.13666666666666666,1,6.309211624784488,5.567432325471104,6
R1115,EASY,0,7,8.039612754616956,0.13666666666666666,1,11.888585591781384,5.567432325471104,6
R2369,EASY,0,1,1.1087431320228445,0.06666666666666667,1,1.8676124212078218,6.240547136928456,4
R2369,EASY,0,2,2.5469393784319716,0.06166666666666667,1,4.032300735238566,6.240547136928456,4
R2369,EASY,0,3,1.7910563049839796,0.085,1,3.268907416475207,6.240547136928456,4
R2369,EASY,0,4,5.8037381552451315,0.06666666666666667,1,9.711117484890266,6.240547136928456,4
R2369,EASY,0,5,0.809211573520546,0.065,1,1.3080509598766314,6.240547136928456,4
R2369,EASY,0,6,1.5416130977042706,0.058333333333333334,1,2.26980570726137,6.240547136928456,4
R2369,EASY,0,7,3.1293765333515497,0.07,1,4.495900022507392,6.240547136928456,4
R1423,EASY,0,1,0.2164774649476839,0.255,1,0.4407098799871039,6.858841002918733,2
R1423,EASY,0,2,2.6099193395690325,0.24666666666666667,1,3.6135421800765433,6.858841002918733,2
R1423,EASY,0,3,2.0749898102741136,0.23333333333333334,1,3.5156278939224745,6.858841002918733,2
R1423,EASY,0,4,6.190228996787108,0.24,1,9.207397396853366,6.858841002918733,2
R1423,EASY,0,5,0.6704789740020306,0.205,1,1.2930047579310966,6.858841002918733,2
R1423,EASY,0,6,1.7708535429156294,0.245,1,2.5935290313458244,6.858841002918733,2
R1423,EASY,0,7,3.4826320219587235,0.25666666666666665,1,5.21846185681077,6.858841002918733,2
R0634,EASY,0,1,2.8678911934045916,0.11666666666666667,1,5.028231815936855,7.60860523811945,3
R0634,EASY,0,2,1.3901612335433704,0.11833333333333333,1,2.997340476292004,7.60860523811945,3
R0634,EASY,0,3,3.8342463509012394,0.11833333333333333,1,6.460109599546604,7.60860523811945,3
R0634,EASY,0,4,5.84589078222966,0.10666666666666667,1,10.584894266629302,7.60860523811945,3
R0634,EASY,0,5,1.2496489444613144,0.11833333333333333,1,1.8543352845355945,7.60860523811945,3
R0634,EASY,0,6,3.046896380517392,0.08666666666666667,1,7.360060267084508,7.60860523811945,3
R0634,EASY,0,7,3.2841602559467096,0.12166666666666667,1,7.8274453375412225,7.60860523811945,3
R0205,EASY,0,1,2.5706530130893372,0.0,1,4.127411082010878,8.43155188299609,6
R0205,EASY,0,2,4.044947935664847,0.0,1,5.894959249558204,8.43155188299609,6
R0205,EASY,0,3,1.9535705218297397,0.0,1,3.5659620023717573,8.43155188299609,6
R0205,EASY,0,4,10.560164058250097,0.0,1,15.533817945967053,8.43155188299609,6
R0205,EASY,0,5,1.6451846441357032,0.0,1,2.58213517675037,8.43155188299609,6
R0205,EASY,0,6,4.226881315894181,0.0,1,5.82393345250429,8.43155188299609,6
R0205,EASY,0,7,8.343094899011403,0.0,1,12.265821297180297,8.43155188299609,6
R1687,EASY,0,1,1.157406952873557,0.0,1,2.075978550367589,9.294148246192186,4
R1687,EASY,0,2,2.137895927835563,0.0,1,3.4096860163830365,9.294148246192186,4
R1687,EASY,0,3,3.0396801165065845,0.0,1,5.098532663133034,9.294148246192186,4
R1687,EASY,0,4,3.8589983123359866,0.0,1,6.582825243654567,9.294148246192186,4
R1687,EASY,0,5,1.4304129907883916,0.0,1,2.3524298846592493,9.294148246192186,4
R1687,EASY,0,6,0.6472465960772573,0.0,1,1.7453047363990293,9.294148246192186,4
R1687,EASY,0,7,0.8946797140191795,0.0,1,2.1736004100683552,9.294148246192186,4
R1533,EASY,0,1,0.47992466254895916,0.08166666666666667,1,0.88953499715077,10.20150679680309,2
R1533,EASY,0,2,1.7464519027282535,0.075,1,2.9393966567522387,10.20150679680309,2
R1533,EASY,0,3,3.6745431198588205,0.09833333333333333,1,6.078359183238958,10.20150679680309,2
R1533,EASY,0,4,5.235951543112126,0.08,1,7.746400628478357,10.20150679680309,2
R1533,EASY,0,5,0.9206855203443433,0.08,1,1.657586056883063,10.20150679680309,2
