rocket_id,Kp,opt_Kd,max_sr,best_kd_at_Kp,frozen_sr
R1143,130.293307533801,0.06309246695711429,0.9166666666666666,1.46,0.0
R1143,203.9880567310155,0.06309246695711429,1.0,5.62,0.0
R1143,319.36503936014617,0.06309246695711429,1.0,5.62,0.0
R1143,500.0,0.06309246695711429,0.9166666666666666,21.5,0.0
R1330,0.1,0.05217092291062181,0.9166666666666666,0.38,0.8333333333333334
R1330,0.1565606557943096,0.05217092291062181,0.9166666666666666,0.1,0.8333333333333334
R1330,0.245112389427443,0.05217092291062181,1.0,0.1,0.8333333333333334
R1330,0.38374956432070695,0.05217092291062181,1.0,0.38,0.75
R1330,0.6008008345083048,0.05217092291062181,1.0,0.1,0.75
R1330,0.9406177265238869,0.05217092291062181,1.0,0.1,0.8333333333333334
R1330,1.472637281163324,0.05217092291062181,1.0,0.1,0.75
R1330,2.3055705848607913,0.05217092291062181,1.0,0.05217092291062181,1.0
R1330,3.6096164274587546,0.05217092291062181,1.0,0.1,0.8333333333333334
R1330,5.651239150488556,0.05217092291062181,1.0,0.1,0.9166666666666666
R1330,8.847617074509655,0.05217092291062181,1.0,0.1,0.6666666666666666
R1330,13.85188731402163,0.05217092291062181,1.0,0.1,0.16666666666666666
R1330,21.686605618721064,0.05217092291062181,1.0,0.1,0.08333333333333333
R1330,33.9526919761953,0.05217092291062181,1.0,0.38,0.0
R1330,53.1565572177533,0.05217092291062181,1.0,0.38,0.0
R1330,83.222254577792,0.05217092291062181,1.0,0.38,0.0
R1330,130.293307533801,0.05217092291062181,1.0,0.38,0.0
R1330,203.9880567310155,0.05217092291062181,1.0,0.38,0.0
R1330,319.36503936014617,0.05217092291062181,1.0,0.38,0.0
R1330,500.0,0.05217092291062181,1.0,1.46,0.0
R1345,0.1,0.09342467805372084,0.75,0.38,0.25
R1345,0.1565606557943096,0.09342467805372084,0.75,0.38,0.4166666666666667
R1345,0.245112389427443,0.09342467805372084,0.8333333333333334,0.38,0.5833333333333334
R1345,0.38374956432070695,0.09342467805372084,0.8333333333333334,0.38,0.75
R1345,0.6008008345083048,0.09342467805372084,1.0,0.38,0.6666666666666666
R1345,0.9406177265238869,0.09342467805372084,1.0,0.38,0.5833333333333334
R1345,1.472637281163324,0.09342467805372084,1.0,0.38,0.8333333333333334
R1345,2.3055705848607913,0.09342467805372084,1.0,0.38,0.5833333333333334
R1345,3.6096164274587546,0.09342467805372084,1.0,0.38,0.8333333333333334
R1345,5.651239150488556,0.09342467805372084,1.0,0.38,0.4166666666666667
R1345,8.847617074509655,0.09342467805372084,1.0,0.38,0.5
R1345,13.85188731402163,0.09342467805372084,1.0,0.38,0.3333333333333333
R1345,21.686605618721064,0.09342467805372084,1.0,0.38,0.16666666666666666
R1345,33.9526919761953,0.09342467805372084,1.0,0.38,0.0
R1345,53.1565572177533,0.09342467805372084,1.0,0.38,0.0
R1345,83.222254577792,0.09342467805372084,1.0,0.38,0.0
R1345,130.293307533801,0.09342467805372084,1.0,0.38,0.0
R1345,203.9880567310155,0.09342467805372084,1.0,0.38,0.0
R1345,319.36503936014617,0.09342467805372084,1.0,1.46,0.0
R1345,500.0,0.09342467805372084,1.0,5.62,0.0
R1489,0.1,0.07478449574760791,1.0,0.38,0.25
R1489,0.1565606557943096,0.07478449574760791,1.0,0.38,0.25
R1489,0.245112389427443,0.07478449574760791,1.0,0.38,0.3333333333333333
R1489,0.38374956432070695,0.07478449574760791,1.0,0.1,0.5
R1489,0.6008008345083048,0.07478449574760791,1.0,0.1,0.8333333333333334
R1489,0.9406177265238869,0.07478449574760791,1.0,0.1,0.6666666666666666
R1489,1.472637281163324,0.07478449574760791,1.0,0.1,0.75
R1489,2.3055705848607913,0.07478449574760791,1.0,0.1,0.9166666666666666
R1489,3.6096164274587546,0.07478449574760791,1.0,0.1,0.8333333333333334
R1489,5.651239150488556,0.07478449574760791,1.0,0.1,0.9166666666666666
R1489,8.847617074509655,0.07478449574760791,1.0,0.1,0.75
R1489,13.85188731402163,0.07478449574760791,1.0,0.38,0.5
R1489,21.686605618721064,0.07478449574760791,1.0,0.38,0.08333333333333333
R1489,33.9526919761953,0.07478449574760791,1.0,0.38,0.0
