cell_id,regime_label,regime_code,robustness,p_unstable,servo_slew_deg_s,max_gimbal_deg,u_max_frac,Kp,Kd,max_ang_accel_deg_s2,rise_time_s,settling_time_s,overshoot_pct,peak_att_rate_deg_s,control_effort_usage,actuator_sat_frac,slew_sat_frac,success_like_rate,rms_err_deg,peak_err_deg,end_err_deg,n_trials,rise_reached_frac,settled_frac,bounded_window_s,boundary_slew_deg_s,slew_margin_to_boundary,agility_index
107,INFEASIBLE,0,0,4,45,12,0.8,10,4,416.331695161534,0.5,NaN,74.8226549876337,124.606851886273,0.87059700015473,0.753493013972056,0.999,0,90,90,90,2,0.5,0,0.6375,NaN,NaN,2.93934722238503
108,INFEASIBLE,0,0,4,45,15,1,10,4,416.331695161534,0.5,NaN,74.8226549876337,124.606851886273,0.84390652776363,0.724550898203593,0.999,0,90,90,90,2,0.5,0,0.6375,NaN,NaN,2.93934722238503
109,INFEASIBLE,0,0,4,60,8,0.533333333333333,10,4,719.952809297716,0.705,NaN,146.979465485844,208.539831506991,0.855708430551928,0.720558882235529,1,0,90,90,90,2,1,0,0.915,NaN,NaN,2.72434215846941
110,INFEASIBLE,0,0,4,60,10,0.666666666666667,10,4,719.952809297716,0.705,NaN,146.979465485844,208.539831506991,0.827106653484566,0.706586826347305,1,0,90,90,90,2,1,0,0.915,NaN,NaN,2.72434215846941
111,INFEASIBLE,0,0,4,60,12,0.8,10,4,719.952809297716,0.705,NaN,146.979465485844,208.539831506991,0.805810265367637,0.693612774451098,1,0,90,90,90,2,1,0,0.915,NaN,NaN,2.72434215846941
112,INFEASIBLE,0,0,4,60,15,1,10,4,719.952809297716,0.705,NaN,146.979465485844,208.539831506991,0.781455460777381,0.67564870259481,1,0,90,90,90,2,1,0,0.915,NaN,NaN,2.72434215846941
113,INFEASIBLE,0,0,4,75,8,0.533333333333333,10,4,659.844703591659,0.5525,NaN,147.677331205805,198.19217873694,0.864437956853468,0.776447105788423,0.999,0,90,90,90,2,1,0,0.7775,NaN,NaN,2.60134509277406
114,INFEASIBLE,0,0,4,75,10,0.666666666666667,10,4,659.844703591659,0.5525,NaN,147.677331205805,198.19217873694,0.845146389321123,0.761477045908184,0.999,0,90,90,90,2,1,0,0.7775,NaN,NaN,2.60134509277406
115,INFEASIBLE,0,0,4,75,12,0.8,10,4,659.844703591659,0.5525,NaN,147.677331205805,198.19217873694,0.8299146257233,0.74750499001996,0.999,0,90,90,90,2,1,0,0.7775,NaN,NaN,2.60134509277406
116,INFEASIBLE,0,0,4,75,15,1,10,4,659.844703591659,0.5525,NaN,147.677331205805,198.19217873694,0.811539555058061,0.729540918163673,0.999,0,90,90,90,2,1,0,0.7775,NaN,NaN,2.60134509277406
117,INFEASIBLE,0,0,4,90,8,0.533333333333333,10,4,646.802780996302,0.58,NaN,145.836083815407,198.410312625481,0.862951293796666,0.769461077844311,0.998,0,90,90,90,2,1,0,0.795,NaN,NaN,2.53243347778233
118,INFEASIBLE,0,0,4,90,10,0.666666666666667,10,4,646.802780996302,0.58,NaN,145.836083815407,198.410312625481,0.842538746381664,0.754491017964072,0.998,0,90,90,90,2,1,0,0.795,NaN,NaN,2.53243347778233
119,INFEASIBLE,0,0,4,90,12,0.8,10,4,646.802780996302,0.58,NaN,145.836083815407,198.410312625481,0.826596518862139,0.740518962075848,0.998,0,90,90,90,2,1,0,0.795,NaN,NaN,2.53243347778233
120,INFEASIBLE,0,0,4,90,15,1,10,4,646.802780996302,0.58,NaN,145.836083815407,198.410312625481,0.807492625012777,0.723552894211577,0.998,0,90,90,90,2,1,0,0.795,NaN,NaN,2.53243347778233
121,INFEASIBLE,0,0,5,20,8,0.533333333333333,10,4,608.238976721885,0.265,NaN,72.6665761325048,134.166084608744,0.96242676428835,0.937125748502994,0.998,0,90,90,90,2,0.5,0,0.3125,NaN,NaN,4.46260659625591
122,INFEASIBLE,0,0,5,20,10,0.666666666666667,10,4,608.238976721885,0.265,NaN,72.6665761325048,134.166084608744,0.954228896376371,0.909181636726547,0.998,0,90,90,90,2,0.5,0,0.3125,NaN,NaN,4.46260659625591
123,INFEASIBLE,0,0,5,20,12,0.8,10,4,608.238976721885,0.265,NaN,72.6665761325048,134.166084608744,0.94497179287108,0.891217564870259,0.998,0,90,90,90,2,0.5,0,0.3125,NaN,NaN,4.46260659625591
124,INFEASIBLE,0,0,5,20,15,1,10,4,608.238976721885,0.265,NaN,72.6665761325048,134.166084608744,0.931411523067625,0.867265469061876,0.998,0,90,90,90,2,0.5,0,0.3125,NaN,NaN,4.46260659625591
125,INFEASIBLE,0,0,5,30,8,0.533333333333333,10,4,581.522925983439,0.37,NaN,74.6705395376968,129.374322171125,0.940673380270783,0.887225548902196,1,0,90,90,90,2,0.5,0,0.435,NaN,NaN,4.00445542195967
126,INFEASIBLE,0,0,5,30,10,0.666666666666667,10,4,581.522925983439,0.37,NaN,74.6705395376968,129.374322171125,0.925923294757792,0.854291417165669,1,0,90,90,90,2,0.5,0,0.435,NaN,NaN,4.00445542195967
127,INFEASIBLE,0,0,5,30,12,0.8,10,4,581.522925983439,0.37,NaN,74.6705395376968,129.374322171125,0.91186479686344,0.831337325349301,1,0,90,90,90,2,0.5,0,0.435,NaN,NaN,4.00445542195967
128,INFEASIBLE,0,0,5,30,15,1,10,4,581.522925983439,0.37,NaN,74.6705395376968,129.374322171125,0.893255507622272,0.808383233532934,1,0,90,90,90,2,0.5,0,0.435,NaN,NaN,4.00445542195967
129,INFEASIBLE,0,0,5,45,8,0.533333333333333,10,4,1153.27155845273,0.755,NaN,146.265623878156,252.294150271418,0.831784966438576,0.706586826347305,0.998,0,90,90,90,2,1,0,0.9325,NaN,NaN,5.13173696546724
130,INFEASIBLE,0,0,5,45,10,0.666666666666667,10,4,1153.27155845273,0.755,NaN,146.265623878156,252.294150271418,0.80539384713242,0.694610778443114,0.998,0,90,90,90,2,1,0,0.9325,NaN,NaN,5.13173696546724
131,INFEASIBLE,0,0,5,45,12,0.8,10,4,1153.27155845273,0.755,NaN,146.265623878156,252.294150271418,0.78593057202612,0.683632734530938,0.998,0,90,90,90,2,1,0,0.9325,NaN,NaN,5.13173696546724
132,INFEASIBLE,0,0,5,45,15,1,10,4,1153.27155845273,0.755,NaN,146.265623878156,252.294150271418,0.764046804113307,0.669660678642715,0.998,0,90,90,90,2,1,0,0.9325,NaN,NaN,5.13173696546724
133,INFEASIBLE,0,0,5,60,8,0.533333333333333,10,4,584.377876970216,0.435,NaN,72.5169493067959,137.140301604957,0.927844713749739,0.833333333333333,1,0,90,90,90,2,0.5,0,0.57,NaN,NaN,4.0750175818435
134,INFEASIBLE,0,0,5,60,10,0.666666666666667,10,4,584.377876970216,0.435,NaN,72.5169493067959,137.140301604957,0.90499075430468,0.797405189620758,1,0,90,90,90,2,0.5,0,0.57,NaN,NaN,4.0750175818435
135,INFEASIBLE,0,0,5,60,12,0.8,10,4,584.377876970216,0.435,NaN,72.5169493067959,137.140301604957,0.884898464477444,0.774451097804391,1,0,90,90,90,2,0.5,0,0.57,NaN,NaN,4.0750175818435
136,INFEASIBLE,0,0,5,60,15,1,10,4,584.377876970216,0.435,NaN,72.5169493067959,137.140301604957,0.859801293731104,0.748502994011976,1,0,90,90,90,2,0.5,0,0.57,NaN,NaN,4.0750175818435
137,INFEASIBLE,0,0,5,75,8,0.533333333333333,10,4,1121.28535335961,0.675,NaN,145.101765906245,252.766124592671,0.869714874890829,0.739520958083832,1,0,90,90,90,2,1,0,0.85,NaN,NaN,5.16334196221551
138,INFEASIBLE,0,0,5,75,10,0.666666666666667,10,4,1121.28535335961,0.675,NaN,145.101765906245,252.766124592671,0.842400416998379,0.727544910179641,1,0,90,90,90,2,1,0,0.85,NaN,NaN,5.16334196221551
139,INFEASIBLE,0,0,5,75,12,0.8,10,4,1121.28535335961,0.675,NaN,145.101765906245,252.766124592671,0.82236730861046,0.718562874251497,1,0,90,90,90,2,1,0,0.85,NaN,NaN,5.16334196221551
140,INFEASIBLE,0,0,5,75,15,1,10,4,1121.28535335961,0.675,NaN,145.101765906245,252.766124592671,0.799913861476444,0.703592814371258,1,0,90,90,90,2,1,0,0.85,NaN,NaN,5.16334196221551
141,INFEASIBLE,0,0,5,90,8,0.533333333333333,10,4,1056.87587996496,0.4975,NaN,148.331808020073,241.752266486904,0.878446651636692,0.807385229540918,1,0,90,90,90,2,1,0,0.6875,NaN,NaN,5.0042568406971
142,INFEASIBLE,0,0,5,90,10,0.666666666666667,10,4,1056.87587996496,0.4975,NaN,148.331808020073,241.752266486904,0.862588801765635,0.793413173652695,1,0,90,90,90,2,1,0,0.6875,NaN,NaN,5.0042568406971
143,INFEASIBLE,0,0,5,90,12,0.8,10,4,1056.87587996496,0.4975,NaN,148.331808020073,241.752266486904,0.850049927102538,0.782435129740519,1,0,90,90,90,2,1,0,0.6875,NaN,NaN,5.0042568406971
144,INFEASIBLE,0,0,5,90,15,1,10,4,1056.87587996496,0.4975,NaN,148.331808020073,241.752266486904,0.835000564095354,0.768463073852295,1,0,90,90,90,2,1,0,0.6875,NaN,NaN,5.0042568406971
145,INFEASIBLE,0,0,6,20,8,0.533333333333333,10,4,282.892996435032,NaN,NaN,0,53.6055960800927,0.998061894131158,0.982035928143713,1,0,90,90,90,2,0,0,0.145,NaN,NaN,10.9008802318667
146,INFEASIBLE,0,0,6,20,10,0.666666666666667,10,4,282.892996435032,NaN,NaN,0,53.6055960800927,0.992286573090748,0.956087824351297,1,0,90,90,90,2,0,0,0.145,NaN,NaN,10.9008802318667
147,INFEASIBLE,0,0,6,20,12,0.8,10,4,282.892996435032,NaN,NaN,0,53.6055960800927,0.984149708500148,0.934131736526946,1,0,90,90,90,2,0,0,0.145,NaN,NaN,10.9008802318667
148,INFEASIBLE,0,0,6,20,15,1,10,4,282.892996435032,NaN,NaN,0,53.6055960800927,0.971301284326281,0.909181636726547,1,0,90,90,90,2,0,0,0.145,NaN,NaN,10.9008802318667
149,INFEASIBLE,0,0,6,30,8,0.533333333333333,10,4,238.755900967749,NaN,NaN,0,46.6441047521949,0.992746423446564,0.950099800399202,1,0,90,90,90,2,0,0,0.2325,NaN,NaN,10.6203354047525
150,INFEASIBLE,0,0,6,30,10,0.666666666666667,10,4,238.755900967749,NaN,NaN,0,46.6441047521949,0.980253161473825,0.916167664670659,1,0,90,90,90,2,0,0,0.2325,NaN,NaN,10.6203354047525
151,INFEASIBLE,0,0,6,30,12,0.8,10,4,238.755900967749,NaN,NaN,0,46.6441047521949,0.967150583318713,0.891217564870259,1,0,90,90,90,2,0,0,0.2325,NaN,NaN,10.6203354047525
152,INFEASIBLE,0,0,6,30,15,1,10,4,238.755900967749,NaN,NaN,0,46.6441047521949,0.949074444615456,0.865269461077844,1,0,90,90,90,2,0,0,0.2325,NaN,NaN,10.6203354047525
153,INFEASIBLE,0,0,6,45,8,0.533333333333333,10,4,864.274005343194,0.555,NaN,74.7787678204206,157.268934552027,0.849391012658029,0.57185628742515,1,0,90,90,90,2,0.5,0,0.86,NaN,NaN,5.2698348622413
154,INFEASIBLE,0,0,6,45,10,0.666666666666667,10,4,864.274005343194,0.555,NaN,74.7787678204206,157.268934552027,0.792991553341813,0.563872255489022,1,0,90,90,90,2,0.5,0,0.86,NaN,NaN,5.2698348622413
155,INFEASIBLE,0,0,6,45,12,0.8,10,4,864.274005343194,0.555,NaN,74.7787678204206,157.268934552027,0.753992004526833,0.554890219560878,1,0,90,90,90,2,0.5,0,0.86,NaN,NaN,5.2698348622413
156,INFEASIBLE,0,0,6,45,15,1,10,4,864.274005343194,0.555,NaN,74.7787678204206,157.268934552027,0.713124823650802,0.544910179640719,1,0,90,90,90,2,0.5,0,0.86,NaN,NaN,5.2698348622413
157,INFEASIBLE,0,0,6,60,8,0.533333333333333,10,4,1630.9813913815,0.4375,NaN,148.821866436121,295.160773853824,0.894774162220747,0.836327345309381,1,0,90,90,90,2,1,0,0.595,NaN,NaN,8.34748234628255
158,INFEASIBLE,0,0,6,60,10,0.666666666666667,10,4,1630.9813913815,0.4375,NaN,148.821866436121,295.160773853824,0.882024488180009,0.826347305389222,1,0,90,90,90,2,1,0,0.595,NaN,NaN,8.34748234628255
159,INFEASIBLE,0,0,6,60,12,0.8,10,4,1630.9813913815,0.4375,NaN,148.821866436121,295.160773853824,0.871923148758154,0.817365269461078,1,0,90,90,90,2,1,0,0.595,NaN,NaN,8.34748234628255
160,INFEASIBLE,0,0,6,60,15,1,10,4,1630.9813913815,0.4375,NaN,148.821866436121,295.160773853824,0.859789097313402,0.806387225548902,1,0,90,90,90,2,1,0,0.595,NaN,NaN,8.34748234628255
161,INFEASIBLE,0,0,6,75,8,0.533333333333333,10,4,1559.76749369445,0.465,NaN,148.276324535062,285.280791958569,0.885237071473912,0.821357285429142,1,0,90,90,90,2,1,0,0.6325,NaN,NaN,7.87025460253529
162,INFEASIBLE,0,0,6,75,10,0.666666666666667,10,4,1559.76749369445,0.465,NaN,148.276324535062,285.280791958569,0.871334027481982,0.811377245508982,1,0,90,90,90,2,1,0,0.6325,NaN,NaN,7.87025460253529
163,INFEASIBLE,0,0,6,75,12,0.8,10,4,1559.76749369445,0.465,NaN,148.276324535062,285.280791958569,0.860453907637303,0.801397205588822,1,0,90,90,90,2,1,0,0.6325,NaN,NaN,7.87025460253529
164,INFEASIBLE,0,0,6,75,15,1,10,4,1559.76749369445,0.465,NaN,148.276324535062,285.280791958569,0.847476527529511,0.790419161676647,1,0,90,90,90,2,1,0,0.6325,NaN,NaN,7.87025460253529
165,INFEASIBLE,0,0,6,90,8,0.533333333333333,10,4,1514.83651045009,0.4925,NaN,146.446081974045,280.244264213411,0.879890588782326,0.80938123752495,1,0,90,90,90,2,1,0,0.66,NaN,NaN,7.5957807411039
166,INFEASIBLE,0,0,6,90,10,0.666666666666667,10,4,1514.83651045009,0.4925,NaN,146.446081974045,280.244264213411,0.864800818901588,0.79940119760479,1,0,90,90,90,2,1,0,0.66,NaN,NaN,7.5957807411039
167,INFEASIBLE,0,0,6,90,12,0.8,10,4,1514.83651045009,0.4925,NaN,146.446081974045,280.244264213411,0.85310863859165,0.790419161676647,1,0,90,90,90,2,1,0,0.66,NaN,NaN,7.5957807411039
168,INFEASIBLE,0,0,6,90,15,1,10,4,1514.83651045009,0.4925,NaN,146.446081974045,280.244264213411,0.839320346104516,0.779441117764471,1,0,90,90,90,2,1,0,0.66,NaN,NaN,7.5957807411039
