rocket_id,td,latency_steps,Iyy,motor_scale,max_gimbal_deg,new_Kp,new_Kd,nom_sr,under_sr,over_sr,margin,nom_rms
R2236,32.61302324871455,6,0.06010662964539925,2.513422376474189,12.412752356745658,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.4950518774576065
R3194,49.881710083080414,3,0.016329115958897408,1.8920704240702024,6.851518608025551,115.62844575768011,1.0,1.0,1.0,1.0,1.0,0.999657923430594
R3481,58.518123728861646,1,0.047225980542030345,2.9355142737056377,14.983294366991545,58.65987877815546,1.0,1.0,1.0,1.0,1.0,0.9051140152944128
R1586,51.00539434804352,5,0.029693461316536062,2.8573675761416295,8.435890901830849,58.65987877815546,1.0,1.0,1.0,1.0,1.0,1.700205601026839
R3672,47.77589895536072,4,0.03913575269939581,2.6406088242976953,11.269343581932814,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.7526974670943463
R1272,56.57389930967625,6,0.041020644243790844,2.6269155402145974,14.060236051418569,41.78105458855241,1.0,1.0,1.0,1.0,1.0,1.5346684345452637
R3174,42.45684869329262,4,0.022667443420534884,1.53632927405602,9.969792561257723,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.9494007285200857
R0631,49.123634743009255,4,0.04153452711736959,2.357279510549681,13.775545770699196,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.41876850200404536
R1715,58.67438265485026,3,0.03971635924836173,2.9540283819485835,12.555193985814043,162.34034009544706,1.0,1.0,1.0,1.0,1.0,0.7279439078692127
R2866,53.599560997147805,3,0.045575059246021794,2.7370206535213546,14.20464981469774,41.78105458855241,1.0,1.0,1.0,1.0,1.0,1.0197728974767961
R0099,59.168796662752726,3,0.031147625462841905,2.2552756709344317,13.005833129593265,162.34034009544706,1.0,1.0,1.0,1.0,1.0,0.8630429121394038
R1616,44.5788767915277,5,0.022801417374559322,1.333655626003406,12.13018421692258,82.35745631970453,1.0,1.0,1.0,1.0,1.0,0.5987582145907002
R0174,44.040694036239636,6,0.030734772803252108,2.798394998129514,7.698307903266728,29.758952096260835,1.0,1.0,1.0,1.0,1.0,2.8521603342278037
R3978,44.28696725126795,3,0.04341973896331947,2.763995543087206,11.072506462914918,58.65987877815546,1.0,1.0,1.0,1.0,1.0,0.5590685534243653
R1442,126.96132984849551,5,0.005060944448716618,1.869567381112142,5.469933450178905,7.658973741837444,1.0,0.7333333333333333,0.8666666666666667,0.7333333333333333,0.7333333333333333,7.014782426091889
R2017,83.57722571574145,3,0.012177908697192392,1.711066228174115,9.467034868063205,82.35745631970453,1.0,1.0,1.0,1.0,1.0,1.1430912677428648
R1810,75.47940246147378,1,0.021182282738273613,2.105147851447315,12.087562773731973,58.65987877815546,1.0,1.0,1.0,1.0,1.0,1.1240995949995924
R3922,211.17001771912368,3,0.008213648868856848,2.0840579545279807,13.24581634132494,58.65987877815546,1.0,1.0,1.0,1.0,1.0,1.886327731993992
R1692,199.54407716792656,6,0.009082095188808986,2.545370132912366,11.331674182991836,58.65987877815546,2.0,0.9333333333333333,0.8666666666666667,0.7333333333333333,0.7333333333333333,6.134871978001123
R1494,79.23371356210852,4,0.01759564086092794,1.6239793271997274,13.663272670896761,162.34034009544706,1.0,1.0,1.0,1.0,1.0,1.1875405279892952
R1414,92.09977358364341,4,0.01361661772063065,1.9995206329303055,9.982103056687679,115.62844575768011,1.0,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,2.3540560929457497
R3403,83.43747713224788,5,0.007215145847729001,2.824028720121138,3.3927925117104856,21.19609566078763,1.0,1.0,1.0,1.0,1.0,3.5984588502423653
R1917,81.48641116895665,1,0.017481644938714607,2.953577447175475,7.676075800323657,227.9230326898601,1.0,1.0,1.0,1.0,1.0,0.5528400096468301
R3605,180.52804736888885,5,0.0053021009995235895,1.9094165380494488,7.978332521842735,82.35745631970453,1.0,0.8,0.9333333333333333,0.6666666666666666,0.6666666666666666,4.56935443639954
R2070,160.5429112806932,4,0.009262538419819936,1.6177104240070608,14.629871254423792,162.34034009544706,1.0,0.8666666666666667,1.0,0.6666666666666666,0.6666666666666666,3.893678215210443
R2284,163.74894240274875,3,0.008838612987245526,2.217378393525353,10.388263140460818,58.65987877815546,1.0,1.0,1.0,0.8666666666666667,0.8666666666666667,2.472075984819903
R2717,221.38728159955562,5,0.008060992260420497,2.748064400408333,10.335569158461949,58.65987877815546,1.0,0.6666666666666666,0.9333333333333333,0.6666666666666666,0.6666666666666666,5.0568323805768065
