rocket_id,regime_label,theta0_deg,sr,rms_deg,peak_deg,diverge_rate,best_Kp,best_Kd,Iyy,authority_inertia_ratio,static_margin,motor_scale,max_gimbal_deg,wind_strength,servo_slew_deg_s,p_unstable
R0491,FRAGILE,2.0,0.4,9.229186371342848,20.42458628440095,0.0,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0491,FRAGILE,3.0,0.8,7.726934597866546,16.40739430545694,0.0,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0491,FRAGILE,5.0,0.4,9.927586711086846,18.820469198259772,0.0,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0491,FRAGILE,7.0,0.4,8.920962022565899,19.27185616843162,0.0,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0491,FRAGILE,10.0,0.2,13.303112149069943,27.290827961804013,0.0,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0491,FRAGILE,13.0,0.2,17.56677603631706,35.84263469901257,0.2,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0491,FRAGILE,17.0,0.0,22.32024982561788,41.66790714544192,0.2,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0491,FRAGILE,21.0,0.0,25.72860263339184,49.778078453495496,0.8,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0491,FRAGILE,25.0,0.0,30.275708550232416,58.40126856950093,1.0,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0491,FRAGILE,30.0,0.0,38.69652881217761,70.98104607445336,1.0,40.0,2.0,0.0109640295650399,2768.930499534833,0.0336346297320731,2.4945856203607573,12.169811135225842,0.3883064130113716,107.05850620881752,0.3595546807532666
R0503,FRAGILE,0.0,1.0,5.407802300650804,13.110642994975915,0.0,40.0,1.0,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827,0.0883155596235894
R0503,FRAGILE,1.0,0.8,4.434638301614968,10.772673980283944,0.0,40.0,1.0,0.0165277949442068,2437.581804586534,0.0137144030187529,2.9302172017741714,13.749100988671607,0.2334386903786616,179.54517925763827,0.0883155596235894
