method,p_unstable,gust_std,Kp,Kd,seed,theta0_deg,success,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac,control_rms,cmd_deg,slew_code,u_max_code,servo_deadband
BENCH_TUNED_PID,0,1.5,45,8,204,3,1,0.843854395204158,3.78467835417692,1.51079000760242,20.9022013619903,0,0.0194444444444444,0.552497864083188,20,60,12,0.05
BENCH_TUNED_PID,0,1.5,45,8,205,3,1,1.32931904831453,3.41883169698147,2.17375585189111,20.3204520440876,0,0.0194444444444444,0.594770506656039,20,60,12,0.05
BENCH_TUNED_PID,0,1.5,45,8,206,3,1,1.1957787494451,2.71578269531987,2.14570536367758,21.6943072685905,0,0.0208333333333333,0.560034054339886,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,101,0,1,0.265893308807748,0.88584669456029,0.657229542954513,20.7105157187943,0,0.0291666666666667,0.571110722160906,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,102,0,1,0.3029906211163,1.23553275551777,0.166031832354244,20.8461682073723,0,0.0305555555555556,0.587674040544675,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,103,0,1,0.694316881453624,1.8110614786363,1.18769474473976,20.3585682201782,0,0.0277777777777778,0.577906419406399,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,104,0,1,0.340641633970746,1.24746245372193,0.0254411932606526,21.2474624537219,0,0.0319444444444444,0.626458380033514,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,105,0,1,0.288032353181864,0.842078370932285,0.13539249217943,20.8420783709323,0,0.0222222222222222,0.538456665842598,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,106,0,1,0.871362892665985,1.9909767992652,1.34632086888369,20.6652852956197,0,0.0291666666666667,0.583173268869156,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,201,3,1,0.472873771662778,2.38611608040077,0.0976609330521366,20.7608614563654,0,0.0277777777777778,0.612944298718394,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,202,3,1,0.512908646806903,2.80676179770569,0.461343216856157,20.5853449706966,0,0.0263888888888889,0.571338107620329,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,203,3,1,0.628045561425794,3.64224363451644,0.0884321560647162,20.6976341820308,0,0.0388888888888889,0.644867791744123,20,60,12,0.05
BENCH_TUNED_PCH,0,1.5,45,8,204,3,1,0.850583048398384,3.78467835417692,1.48805054933039,20.8223367098028,0,0.0236111111111111,0.584279424956785,20,60,12,0.05
