step,metric,metric_val,success,mass,Iyy,static_margin,Cm_alpha,control_effectiveness,thrust,servo_slew_deg_s,max_gimbal_deg,deadband,backlash,wind_strength,latency_steps,rocket_id,design_id,regime_label
4,rms_error_deg,10.233006827865369,0,1.5321465020746214,0.030515049909445598,0.043931553063758226,-34.63726691503521,13.363944893120115,29.290242245010987,65.16533386773374,12.675164763474784,0.01384533310551857,0.23205196859416222,0.4274531329029992,5,R0002,2,FRAGILE
5,rms_error_deg,8.591979980157063,0,1.5600136418877688,0.030611388620205224,0.043246815466968166,-34.609358473504884,13.406958537255493,29.409336163146047,67.94632264562333,12.594114011202482,0.01384533310551857,0.22888639850488404,0.4243128142798368,5,R0002,2,FRAGILE
0,rms_error_deg,4.828935886624375,1,2.0932216165029263,0.0160951340323037,0.1335888798327121,-30.168126792192908,5.658842828809494,25.152436480140786,53.18793648700768,13.816022859894131,0.1037036925367456,0.0313605092059842,0.0732701762136385,3,R0003,3,EASY
1,rms_error_deg,3.6453801683449245,1,2.0969542223508855,0.015977420052221115,0.1352142648912971,-30.852542433458158,5.7092300953525665,25.542578404576535,50.432290603143436,13.795414265088153,0.1037036925367456,0.03232449211151421,0.07813723296729028,3,R0003,3,EASY
2,rms_error_deg,2.095138910101452,1,2.0867592437152713,0.01592866308893487,0.13295437528769244,-30.433451228994905,5.684466512700092,25.0,49.339231308459475,13.802482808374622,0.1037036925367456,0.02950431419461641,0.08110231386679256,3,R0003,3,EASY
3,rms_error_deg,2.6466034123111903,1,2.071821380444471,0.015629226627421063,0.13348984634347494,-30.239891362862224,5.661390209017841,25.0,50.53775991767419,13.893804187951966,0.1037036925367456,0.030640758051003806,0.08834041042310728,3,R0003,3,EASY
4,rms_error_deg,3.16497080231849,1,2.0852233147303427,0.015359446408626787,0.1324599674215438,-30.0,5.58919820603269,25.0,50.46319112037545,13.990837270898457,0.1037036925367456,0.03332570253266933,0.0937753620747993,2,R0003,3,EASY
5,rms_error_deg,2.174739547180797,1,2.0914083235545644,0.01523822274303068,0.13231048550881536,-30.0,5.4526438249453015,25.567584374538654,49.527084951918155,14.007303642684008,0.10370367543846783,0.038340828330321264,0.09941745038517778,3,R0003,3,EASY
0,rms_error_deg,24.635424096148135,0,1.1458700784946645,0.0197381073768443,0.1221288484418248,-56.58899379982275,7.411721360608458,35.1493192042488,39.10831124149981,13.860677861258605,0.0970244044553129,0.071169275337702,0.2215705572986899,6,R0004,4,INFEASIBLE
1,rms_error_deg,23.79847092658079,0,1.1620256032928522,0.019917918829079388,0.11960986852539282,-56.22717558483948,7.460381892212822,35.319541972486846,41.31781841614392,13.810899702511966,0.0970244044553129,0.06956020963966979,0.21715261485877474,6,R0004,4,INFEASIBLE
2,rms_error_deg,19.03443501920008,0,1.1661646256341496,0.0198052590264111,0.11478150319196156,-55.79236778337633,7.490853640077959,35.51362384386164,42.929792439442124,13.724804486399625,0.0969724803204191,0.06666400926017138,0.21463884589849033,6,R0004,4,INFEASIBLE
3,rms_error_deg,16.931566193325988,0,1.1781279340788422,0.02012950282101428,0.11476671494967394,-55.737664626689515,7.567724681518988,35.68807330277384,45.18135269615997,13.643007247278236,0.0969724803204191,0.06289061664245923,0.2094519532645193,6,R0004,4,INFEASIBLE
4,rms_error_deg,13.221790784214003,0,1.1866062270336686,0.019919286890162088,0.11268911394906123,-55.541683935914264,7.681443150433688,35.96978852340495,47.745274522267216,13.571850637429728,0.0969724803204191,0.06046909733025709,0.20995015972652303,5,R0004,4,INFEASIBLE
5,rms_error_deg,7.6571935826662685,1,1.1900402643873926,0.01990849180103166,0.10990581474424653,-55.36397558784355,7.71183478629331,36.247365284264525,51.46289914925266,13.570488653811106,0.09624999613854765,0.0558354525740187,0.21123711441298393,6,R0004,4,INFEASIBLE
0,rms_error_deg,2.663312077363747,1,1.7023175044960253,0.0322465061879097,0.1713000152995874,-67.33357874232503,6.884098067168734,34.194482273821,61.85790288511447,13.968779080652372,0.0979289073505058,0.0083042089587234,0.2432951566421546,3,R0005,5,EASY
1,rms_error_deg,2.1205155241869345,1,1.688760509439155,0.03208990537539734,0.16907463723603827,-67.33899067663789,7.014835604074716,33.61361827984859,64.52737405024679,13.936771375969071,0.09793022311367172,0.008377399222840691,0.24445138140567774,2,R0005,5,EASY
2,rms_error_deg,3.3813568287646745,1,1.6846244230665852,0.032445133803884064,0.16651992065275975,-66.73272188622744,7.077208321801296,33.83383539537285,66.03475559745718,13.816689436808053,0.09774942068308207,0.0073151762762890754,0.2457955433816215,2,R0005,5,EASY
3,rms_error_deg,2.4966145641725834,1,1.6948814607564637,0.03336620078055072,0.16436616816839633,-67.10824692596857,7.065946269927776,34.07428767144601,66.93602643522324,13.833093869769316,0.097701710432937,0.006559087626619418,0.2397854250827398,2,R0005,5,EASY
4,rms_error_deg,1.1831849878537657,1,1.7008643827353627,0.03345073565090489,0.16207423984067648,-66.96187381018609,7.047924288192948,34.03531364387712,63.725149605144786,13.738019176657037,0.097701710432937,0.012239784417373997,0.24182637513942148,2,R0005,5,EASY
