rocket_id,keff,lat,Pi,Kp,Kd,Kd_Kp_ratio,sr
R0822,3.9965298380481538,3,35.96876854243338,0.0989159441392082,0.01,0.10109593642382482,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.0989159441392082,0.031653102124546625,0.32,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.0989159441392082,0.0989159441392082,1.0,0.8666666666666667
R0822,3.9965298380481538,3,35.96876854243338,0.0989159441392082,0.31257438347989797,3.16,0.9333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.0989159441392082,0.57,5.762468376158014,1.0
R0822,3.9965298380481538,3,35.96876854243338,0.1391279701103562,0.013912797011035621,0.1,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.1391279701103562,0.04452095043531399,0.32,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.1391279701103562,0.1391279701103562,1.0,0.9333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.1391279701103562,0.43964438554872565,3.16,1.0
R0822,3.9965298380481538,3,35.96876854243338,0.1391279701103562,0.57,4.096947576737275,1.0
R0822,3.9965298380481538,3,35.96876854243338,0.19568728009901917,0.01956872800990192,0.10000000000000002,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.19568728009901917,0.06261992963168614,0.32,0.8
R0822,3.9965298380481538,3,35.96876854243338,0.19568728009901917,0.19568728009901917,1.0,0.9333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.19568728009901917,0.57,2.912810683001858,1.0
R0822,3.9965298380481538,3,35.96876854243338,0.19568728009901917,0.6183718051129006,3.16,1.0
R0822,3.9965298380481538,3,35.96876854243338,0.2752394903927485,0.02752394903927485,0.1,0.7333333333333333
R0822,3.9965298380481538,3,35.96876854243338,0.2752394903927485,0.08807663692567952,0.32,0.9333333333333333
