profile,method,p_unstable,gust_std,cmd_deg,slew_code,u_max_code,servo_deadband,servo_backlash,Kp,Kd,seed,theta0_deg,success,rms_error_deg,peak_error_deg,end_error_deg,max_theta_deg,u_cmd_sat_frac,slew_sat_frac
HOBBY_NOMINAL,CLEAN_RETUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,102,0,1,1.98964119314729,4.49606280875447,0.00233699155917778,23.4131707475015,0.0235783633841886,0.231944444444444
HOBBY_NOMINAL,CLEAN_RETUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,103,0,1,1.73444232652108,3.78784462331041,1.30183373331094,23.0450702760605,0.0208044382801664,0.227777777777778
HOBBY_NOMINAL,CLEAN_RETUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,104,0,1,2.43890057134625,4.82902151291025,0.663342429751474,24.0052089526938,0.0194174757281553,0.209722222222222
HOBBY_NOMINAL,CLEAN_RETUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,201,3,1,2.18334755321667,4.48302689609204,0.293748244973613,23.5330927311644,0.0249653259361997,0.243055555555556
HOBBY_NOMINAL,CLEAN_RETUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,202,3,1,2.22074574510651,4.4208760826692,0.22726392982662,23.6201499295169,0.0180305131761442,0.240277777777778
HOBBY_NOMINAL,CLEAN_RETUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,203,3,1,2.24752659148364,4.32355501919635,0.256876654873857,23.4901978145066,0.0208044382801664,0.236111111111111
HOBBY_NOMINAL,CLEAN_RETUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,204,3,1,2.77664235672673,4.90127803631683,1.98656473425664,23.9785812227923,0.0166435506241331,0.204166666666667
HOBBY_NOMINAL,BENCH_TUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,101,0,1,2.09559033967973,4.45266947933559,0.0342026600199345,23.6003286071482,0.0208044382801664,0.220833333333333
HOBBY_NOMINAL,BENCH_TUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,102,0,1,1.98964119314729,4.49606280875447,0.00233699155917778,23.4131707475015,0.0235783633841886,0.231944444444444
HOBBY_NOMINAL,BENCH_TUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,103,0,1,1.73444232652108,3.78784462331041,1.30183373331094,23.0450702760605,0.0208044382801664,0.227777777777778
HOBBY_NOMINAL,BENCH_TUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,104,0,1,2.43890057134625,4.82902151291025,0.663342429751474,24.0052089526938,0.0194174757281553,0.209722222222222
HOBBY_NOMINAL,BENCH_TUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,201,3,1,2.18334755321667,4.48302689609204,0.293748244973613,23.5330927311644,0.0249653259361997,0.243055555555556
HOBBY_NOMINAL,BENCH_TUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,202,3,1,2.22074574510651,4.4208760826692,0.22726392982662,23.6201499295169,0.0180305131761442,0.240277777777778
HOBBY_NOMINAL,BENCH_TUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,203,3,1,2.24752659148364,4.32355501919635,0.256876654873857,23.4901978145066,0.0208044382801664,0.236111111111111
HOBBY_NOMINAL,BENCH_TUNED_PID,8,0.9,20,60,12,0.05,0.1,60,24,204,3,1,2.77664235672673,4.90127803631683,1.98656473425664,23.9785812227923,0.0166435506241331,0.204166666666667
HOBBY_NOMINAL,BENCH_TUNED_PCH,8,0.9,20,60,12,0.05,0.1,30,8,101,0,1,1.06716619707331,2.32988446461261,0.446642076901367,22.1749877615233,0,0.348611111111111
HOBBY_NOMINAL,BENCH_TUNED_PCH,8,0.9,20,60,12,0.05,0.1,30,8,102,0,1,1.22432751501007,3.28400142415376,0.400742163597896,22.4340454875372,0,0.469444444444444
HOBBY_NOMINAL,BENCH_TUNED_PCH,8,0.9,20,60,12,0.05,0.1,30,8,103,0,1,1.04854356024717,1.97036382445896,1.55069339109167,21.970363824459,0,0.315277777777778
HOBBY_NOMINAL,BENCH_TUNED_PCH,8,0.9,20,60,12,0.05,0.1,30,8,104,0,1,1.40512970542339,2.74202590362492,0.362661225199393,22.5778623495222,0,0.316666666666667
HOBBY_NOMINAL,BENCH_TUNED_PCH,8,0.9,20,60,12,0.05,0.1,30,8,201,3,1,1.20668491408424,2.39747764729498,0.102752805941668,22.2522068417776,0,0.326388888888889
HOBBY_NOMINAL,BENCH_TUNED_PCH,8,0.9,20,60,12,0.05,0.1,30,8,202,3,1,1.38900686374358,2.82118095567862,0.68299165432554,22.3409913395536,0,0.502777777777778
HOBBY_NOMINAL,BENCH_TUNED_PCH,8,0.9,20,60,12,0.05,0.1,30,8,203,3,1,1.33667027180828,3.65782437172468,0.0577459411880145,22.1854813330478,0,0.352777777777778
HOBBY_NOMINAL,BENCH_TUNED_PCH,8,0.9,20,60,12,0.05,0.1,30,8,204,3,1,1.75921875987496,3.80524528766545,1.65155077178944,22.3760267146196,0,0.368055555555556
HOBBY_NOMINAL,AMATEUR_NOMINAL_PID,8,1.5,20,60,12,0.05,0.1,60,8,101,0,1,2.34589293014369,4.93762916025039,0.80236297129231,24.1039079844685,0,0.0208333333333333
