rocket_id,td,keff,u_max,latency_steps,Iyy,motor_scale,max_gimbal_deg,wind_strength,servo_slew,static_margin,opt_Kp,opt_Kd,kp_floor,kp_ceiling,window_ratio,peak_sr,floor_censored,ceil_censored,td_bin,lat_bin
R4401,42.799014179139704,3.9604311869616793,10.806655174325549,3,0.051281539933480835,2.585911446360254,13.508318967906936,0.1727130109829031,150.92856319259533,0.23120300387082277,58.65987877815546,1.0,0.5,303.6848699070746,607.3697398141492,1.0,True,False,td40-80,lat2-3
R8801,54.53515072127663,16.783875760220724,3.249258484773212,3,0.013685702758378951,2.924620218034605,4.061573105966515,0.18485548113408273,186.85157687496746,0.1621236402727348,320.0,2.0,4.932424148660939,480.0,97.31523192917443,1.0,False,True,td40-80,lat2-3
R7900,64.75046905503515,6.801190570243423,9.520460923170052,2,0.03134123176036141,2.7140080005574947,11.900576153962566,0.06991612285287967,133.47060904910097,0.11163837124083154,227.9230326898601,1.0,0.5,303.6848699070746,607.3697398141492,1.0,True,False,td40-80,lat2-3
R7720,44.65097159509918,6.462201326800688,6.909560587337043,4,0.014477609012970401,1.1912075751210356,8.636950734171304,0.20929697034029143,76.87848285364296,-0.2830743116229676,58.65987877815546,1.0,0.5,121.55896418690836,243.1179283738167,1.0,True,False,td40-80,lat4
R4935,42.30743313867473,10.747982580783878,3.9363138915311806,4,0.012722776999392558,1.741081045786327,4.920392364413976,0.2950397274202047,83.55437244684846,-0.25479020805558555,162.34034009544706,1.0,1.2491257717535775,192.13437543849358,153.81507593808342,1.0,False,False,td40-80,lat4
R6715,48.29665251150916,6.368597687972353,7.583561543339684,4,0.018625965208771203,1.5103330322508768,9.479451929174605,0.15650961966973242,175.6459171433971,0.055741872321643404,58.65987877815546,1.0,0.5,303.6848699070746,607.3697398141492,1.0,True,False,td40-80,lat4
R7735,63.824626888884126,11.723609831956248,5.444110457762829,4,0.016448930644372976,2.455325897292058,6.805138072203535,0.1579723084668781,176.1870662491146,0.17121168128727954,115.62844575768011,1.0,3.120630387317941,192.13437543849358,61.56909072580861,1.0,False,False,td40-80,lat4
R4493,43.08230112438228,4.764938015476948,9.041523936816615,4,0.049401788291024526,2.9971608036639252,11.30190492102077,0.07199517703528201,131.87522581928647,-0.00542227810228868,82.35745631970453,1.0,0.5,192.13437543849358,384.26875087698716,1.0,True,False,td40-80,lat4
R1143,48.688531120868284,11.860211022771509,4.105199395473377,5,0.010215477642896154,1.5426280094551403,5.131499244341722,0.10678403887492197,64.43293132495455,0.11046260773426814,82.35745631970453,1.0,1.9743504858348198,76.90753796904167,38.953336057008464,1.0,False,False,td40-80,lat5-6
R2068,61.781837725979436,6.530168311779696,9.460987033754074,6,0.01921051656115869,1.5972523536080008,11.826233792192594,0.24291811030092564,182.72812744463113,0.09423487984616868,41.78105458855241,1.0,3.120630387317941,76.90753796904167,24.6448724852483,1.0,False,False,td40-80,lat5-6
R4780,50.07501088592857,16.78685382582116,2.9829896301893277,5,0.005487655993222224,1.1729143674861846,3.7287370377366598,0.3334507641586605,191.03431958438972,-0.01904095966063485,82.35745631970453,1.0,12.322436242624153,121.55896418690836,9.864848297321885,1.0,False,False,td40-80,lat5-6
R0477,53.876395063902805,4.990970497578579,10.79477329910916,6,0.042946283436679215,2.729107904784412,13.49346662388645,0.2153985432917086,110.05385043860548,0.28310140144188994,58.65987877815546,1.0,0.5,121.55896418690836,243.1179283738167,1.0,True,False,td40-80,lat5-6
R5227,42.36013992517124,22.089549263870538,1.917655241361357,5,0.010649289460894412,2.9951432933591287,2.3970690517016964,0.32713051629902756,198.6249529901956,-0.24461921551493693,82.35745631970453,1.0,4.932424148660939,121.55896418690836,24.644872485248325,1.0,False,False,td40-80,lat5-6
R2226,97.57342002454222,12.364871304743609,7.891179586083484,1,0.006752755870557877,1.063116278889828,9.863974482604355,0.21722710755477265,143.98429093080006,-0.23721904199521093,227.9230326898601,1.0,0.7902929114428325,480.0,607.3697398141496,1.0,False,True,td80-120,lat1
R7136,82.38204724246627,15.742776509062583,5.233006210501795,1,0.012197390450278681,2.444884655979772,6.541257763127243,0.2655432706705398,68.44909015397823,-0.20010437092225328,58.65987877815546,1.0,3.120630387317941,303.6848699070746,97.31523192917435,1.0,False,False,td80-120,lat1
R4968,92.70984304023207,9.101388374276313,10.186340723824324,1,0.01817237423276463,2.1058597190962027,12.732925904780407,0.06435978729449972,195.44946235590547,0.06352585123411575,227.9230326898601,1.0,0.5,480.0,960.0,1.0,True,True,td80-120,lat1
R6883,83.51678144660303,8.18587443372066,10.202548563726603,1,0.02776249552120242,2.8935680384102302,12.753185704658254,0.09723532105192753,96.14191164406907,-0.18051168890234986,58.65987877815546,1.0,1.9743504858348198,303.6848699070746,153.81507593808337,1.0,False,False,td80-120,lat1
