rocket_id,td,keff,latency,kp_floor,kp_ceiling,window_ratio,Kp,kp_norm,sr_mean,slew_frac,rms_mean
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,69.49370545792249,0.3701571351704102,0.8,0.6346666666666667,3.8003822664031732
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,88.2347591663023,0.4699810646192292,1.0,0.626,3.545541842979207
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,112.02989787110009,0.5967254987505131,1.0,0.6386666666666667,3.053694018514412
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,142.2421065756402,0.7576503558660171,0.8,0.6346666666666667,3.780071085840814
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,180.60193990675023,0.9619734081179294,1.0,0.6373333333333334,3.63556557305413
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,229.3066482443904,1.2213982752879098,0.8,0.6329999999999999,4.334160980492553
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,291.14603617339856,1.5507848078617565,0.4,0.631,9.34671826134912
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,369.66226242659957,1.9690002589269484,0.6,0.6323333333333334,9.36485539684159
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,469.3527346563878,2.5,0.0,0.5936666666666668,61.11141291616286
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,1.9343361037777687,0.010303211001816642,0.0,0.634,17.864518956749265
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,2.455987619869498,0.013081779643126621,0.4,0.6416666666666667,11.635541478131781
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,3.1183180509178094,0.01660967232459359,0.2,0.6383333333333334,16.39948899651484
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,3.9592656689354726,0.021088966658700962,0.2,0.6376666666666667,14.646774174297658
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,5.026999934338713,0.026776236522937112,0.4,0.6533333333333333,7.647639185625652
R1687,208.4842785550694,36.304267137687866,3,7.737344415111075,187.74109386255512,24.264280325417047,6.382680641543301,0.03399724860565716,0.4,0.6366666666666665,7.356491434130296
