rocket_id,regime,sr_adrc,sr_pid_best,sr_kp2
R0544,EASY,1.0,1.0,1.0
R0545,EASY,1.0,1.0,0.3333333333333333
R0546,EASY,1.0,0.0,1.0
R0547,EASY,1.0,0.3333333333333333,0.3333333333333333
R0548,EASY,1.0,0.0,1.0
R0549,EASY,1.0,0.0,1.0
R0550,EASY,1.0,0.0,0.6666666666666666
R0551,EASY,1.0,0.0,0.3333333333333333
R0552,EASY,1.0,0.0,0.3333333333333333
R0553,EASY,1.0,1.0,1.0
R0554,EASY,1.0,1.0,1.0
R0555,EASY,1.0,1.0,1.0
R0556,EASY,1.0,0.6666666666666666,0.6666666666666666
R0557,EASY,1.0,0.0,1.0
R0558,EASY,1.0,0.0,0.6666666666666666
R0559,EASY,1.0,0.0,0.6666666666666666
R0560,EASY,1.0,0.0,1.0
R0561,EASY,1.0,1.0,0.6666666666666666
R0562,EASY,1.0,0.0,1.0
R0563,EASY,1.0,0.0,0.3333333333333333
R0564,EASY,1.0,0.0,0.3333333333333333
R0565,EASY,1.0,0.6666666666666666,0.3333333333333333
R0566,EASY,1.0,1.0,0.3333333333333333
R0567,EASY,1.0,0.0,0.6666666666666666
