t,st,state,px,pz,vx,vz,th_deg,q_dps,estX,estZ,estVx,estVz,thEst_deg,uTVC,deploy,keff,thrust,legs,chute
24.251,7,TD,0.694,2.041,0.665,0.004,-5.65,-23.008,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.271,7,TD,0.707,2.039,0.665,-0.192,-6.11,-23.020,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.291,7,TD,0.721,2.033,0.665,-0.388,-6.57,-23.033,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.311,7,TD,0.734,2.024,0.666,-0.584,-7.03,-23.048,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.331,7,TD,0.747,2.010,0.666,-0.780,-7.49,-23.065,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.351,7,TD,0.761,1.992,0.666,-0.977,-7.95,-23.085,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.371,7,TD,0.774,1.971,0.666,-1.173,-8.41,-23.108,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.391,7,TD,0.787,1.945,0.667,-1.369,-8.87,-23.135,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.411,7,TD,0.801,1.916,0.667,-1.565,-9.34,-23.166,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.431,7,TD,0.814,1.882,0.667,-1.761,-9.80,-23.202,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.451,7,TD,0.827,1.845,0.668,-1.956,-10.27,-23.243,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.471,7,TD,0.841,1.804,0.668,-2.152,-10.73,-23.291,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.491,7,TD,0.854,1.759,0.669,-2.348,-11.20,-23.344,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.511,7,TD,0.867,1.710,0.669,-2.544,-11.67,-23.405,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.531,7,TD,0.881,1.657,0.669,-2.740,-12.13,-23.473,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.551,7,TD,0.894,1.600,0.670,-2.936,-12.60,-23.549,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.571,7,TD,0.908,1.539,0.670,-3.132,-13.08,-23.633,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.591,7,TD,0.921,1.474,0.670,-3.327,-13.55,-23.726,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.611,7,TD,0.934,1.406,0.671,-3.523,-14.03,-23.829,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.631,7,TD,0.948,1.333,0.671,-3.719,-14.50,-23.941,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.651,7,TD,0.961,1.257,0.672,-3.914,-14.98,-24.064,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.671,7,TD,0.975,1.177,0.672,-4.110,-15.47,-24.198,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.691,7,TD,0.988,1.092,0.673,-4.305,-15.95,-24.343,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,1,0
24.711,7,TD,1.002,1.004,0.673,-4.501,-16.44,-24.501,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.731,7,TD,1.015,0.912,0.674,-4.696,-16.93,-24.670,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.751,7,TD,1.029,0.816,0.674,-4.892,-17.43,-24.853,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.771,7,TD,1.042,0.716,0.675,-5.087,-17.93,-25.050,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.791,7,TD,1.056,0.612,0.675,-5.282,-18.43,-25.261,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.811,7,TD,1.069,0.505,0.676,-5.477,-18.94,-25.487,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.831,7,TD,1.083,0.393,0.677,-5.673,-19.45,-25.728,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.851,7,TD,1.096,0.278,0.677,-5.868,-19.97,-25.986,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.871,7,TD,1.110,0.158,0.678,-6.063,-20.49,-26.260,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.891,7,TD,1.123,0.035,0.678,-6.258,-21.02,-26.552,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.911,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.931,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.951,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.971,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
24.991,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.011,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.031,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.051,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.071,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.091,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.111,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.131,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.151,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.171,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.191,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.211,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.231,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.251,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.271,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
25.291,7,TD,1.127,0.000,0.000,0.000,-21.18,0.000,0.401,1.538,0.470,-0.597,4.66,0.000,0.500,8.092,0.00,0,0
