scenario_idx,ctrl_idx,disturb_amp,seed,rms_post_deg,peak_post_deg
2,4,4,2,296.643523249644,799.453398436471
2,4,4,3,317.476845724091,971.329114702348
2,4,4,4,325.628926152665,985.911728010512
2,4,4,5,302.467955271853,920.57627509961
2,4,4,6,248.293532747541,558.309093055005
2,4,4,7,290.91887873905,780.169255669847
2,4,4,8,281.408622644293,595.674939778131
2,5,0.5,1,6.89045654017926,10.1308290816994
2,5,0.5,2,0.499835021656691,1.17035198241399
2,5,0.5,3,0.569605110914655,1.18542473809329
2,5,0.5,4,0.576725498986052,1.16302773151859
2,5,0.5,5,2.46336554078759,4.5344878745618
2,5,0.5,6,2.56206759921481,3.75822382107455
2,5,0.5,7,3.09758335639148,4.60267804832653
2,5,0.5,8,2.91089718380867,4.349896872498
2,5,1,1,6.9812433299482,10.5245113670701
2,5,1,2,0.773311757808252,1.46449477527244
2,5,1,3,0.777521761265444,1.40500272437389
2,5,1,4,0.866905712133534,1.67154032849714
2,5,1,5,2.5846074884121,5.00971097706738
2,5,1,6,2.67733591559939,4.26710252761885
2,5,1,7,3.22732698233056,5.09853422240097
2,5,1,8,2.91755728357669,4.13668352367984
2,5,1.5,1,7.08803860292522,10.9694913117462
2,5,1.5,2,1.10061428800887,1.97393941060517
2,5,1.5,3,1.07151274237241,1.8685085652193
2,5,1.5,4,1.1997240462964,2.19584105901026
2,5,1.5,5,2.75073809415469,5.52181743646955
2,5,1.5,6,2.83755277730338,4.79179674919209
2,5,1.5,7,3.39159086960694,5.59295303624683
2,5,1.5,8,2.97260298376641,4.6043815665567
2,5,2,1,7.21054048517407,11.4537621791374
2,5,2,2,1.44819171816636,2.51290871219894
2,5,2,3,1.39840098386407,2.37057109681721
2,5,2,4,1.5453050613184,2.69652382477199
2,5,2,5,2.95487802252859,6.03343310253794
2,5,2,6,3.03359150103142,5.30975313784648
2,5,2,7,3.58628418624844,6.11376072127447
2,5,2,8,3.06936296247357,5.10747199028912
2,5,2.5,1,7.35363601684407,11.9457256836812
2,5,2.5,2,1.80064350968166,3.06098996845332
2,5,2.5,3,1.7413043773675,2.86520774486029
2,5,2.5,4,1.90008172991412,3.20236105741902
2,5,2.5,5,3.18284999941947,6.54219475927768
2,5,2.5,6,3.25942931326463,5.82317654142676
2,5,2.5,7,3.80515083667529,6.61416037218645
2,5,2.5,8,3.20834685554536,5.61564575983149
2,5,3,1,7.5092100457135,12.4156454835963
2,5,3,2,2.16303454842735,3.66049654170704
2,5,3,3,2.09670547537591,3.3612663648599
2,5,3,4,2.25855751226119,3.7045317420092
2,5,3,5,3.44273564040343,7.05650829473528
2,5,3,6,3.74975604605129,6.32999532146955
2,5,3,7,4.14903527861253,7.12002208417432
2,5,3,8,4.77161688372726,12.1087609718726
2,5,3.5,1,27.469587480488,51.7604244028791
2,5,3.5,2,30.2121749988559,65.2943870700841
2,5,3.5,3,29.3835507514828,63.7066061913941
2,5,3.5,4,4.53522269226552,11.1911433683149
2,5,3.5,5,11.2282975873239,19.1610418055147
2,5,3.5,6,14.7053537896385,40.5169269085247
2,5,3.5,7,28.1725654709971,68.5261240958461
2,5,3.5,8,8.55605901295615,19.5434612611609
2,5,4,1,31.0427906397558,81.2681282511353
2,5,4,2,21.4650162508388,44.2472552244279
2,5,4,3,23.3510579578399,46.998493717096
2,5,4,4,24.253385186284,40.1256908081709
2,5,4,5,23.8985241580214,51.5303146419372
2,5,4,6,31.1601317521278,60.9791125841686
2,5,4,7,33.8459463404659,65.2836239067145
2,5,4,8,35.9531854350416,63.9590920650149
