gust_idx,amp_idx,seed,disturb_amp,gust_std,pass,cause_code,rms_post_deg,peak_post_deg,false_sat,late_detection,conf_collapse,authority_exhaust,shield_dominated
1,5,1,3,0.1,1,0,7.2554241452917,13.4873388795199,0,0,0,0,0
1,5,2,3,0.1,1,0,2.09536272694951,4.12404648309986,0,0,0,0,0
1,5,3,3,0.1,1,0,2.66900046682005,8.49831955591512,0,0,0,0,0
1,5,4,3,0.1,1,0,2.67298296111229,6.98863859169889,0,0,0,0,0
1,5,5,3,0.1,1,0,3.60084174845001,10.5497058375818,0,0,0,0,0
1,5,6,3,0.1,1,0,3.41092931618205,9.05552994501717,0,0,0,0,0
1,5,7,3,0.1,1,0,4.08173454169614,11.1504049288743,0,0,0,0,0
1,5,8,3,0.1,1,0,3.84495852436296,9.22796446269917,0,0,0,0,0
1,5,9,3,0.1,1,0,2.59265579196851,6.04427166098941,0,0,0,0,0
1,5,10,3,0.1,1,0,4.03313168080452,8.09796690009954,0,0,0,0,0
1,6,1,3.5,0.1,1,0,7.17254179711196,12.4799053840892,0,0,0,0,0
1,6,2,3.5,0.1,1,0,3.07085875527375,9.35476152393472,0,0,0,0,0
1,6,3,3.5,0.1,1,0,3.3353728510422,12.0565010754485,0,0,0,0,0
1,6,4,3.5,0.1,1,0,2.53651801176734,5.2223054807257,0,0,1,0,0
1,6,5,3.5,0.1,1,0,3.73009507635899,10.3756494905134,0,0,0,0,0
1,6,6,3.5,0.1,1,0,3.75825265458561,10.0508975081099,1,0,0,0,0
1,6,7,3.5,0.1,1,0,3.67892504295191,8.36648610109143,1,0,0,0,0
1,6,8,3.5,0.1,1,0,3.93983453310428,9.28856169319301,0,0,0,0,0
1,6,9,3.5,0.1,1,0,2.76693936027423,6.46252752982721,1,0,0,0,0
1,6,10,3.5,0.1,1,0,6.52374985824307,18.9956094910871,1,0,0,0,0
1,7,1,4,0.1,1,0,9.29997164537007,19.2220661259657,1,0,0,0,0
1,7,2,4,0.1,0,4,49.4301407176223,168.682290048242,0,0,0,1,0
1,7,3,4,0.1,1,0,4.09170942767214,14.3800149350702,1,0,0,0,0
1,7,4,4,0.1,1,0,3.0486609992365,8.01499092840892,0,0,1,0,0
