feature,class_label,grid_value,partial_dependence
static_margin,FRAGILE,0.17361872919395627,0.14442511953645756
static_margin,FRAGILE,0.18306134666644436,0.14022582989694374
static_margin,FRAGILE,0.1925039641389324,0.13865430566767606
static_margin,FRAGILE,0.20194658161142048,0.13903676773149065
static_margin,FRAGILE,0.21138919908390852,0.13992379623109466
static_margin,FRAGILE,0.2208318165563966,0.13969820869070113
static_margin,FRAGILE,0.23027443402888464,0.14933524260036524
static_margin,INFEASIBLE,0.050864702051611435,0.5104206462324472
static_margin,INFEASIBLE,0.0603073195240995,0.5088193255801556
static_margin,INFEASIBLE,0.06974993699658756,0.5178226130041571
static_margin,INFEASIBLE,0.07919255446907564,0.5208205424424311
static_margin,INFEASIBLE,0.0886351719415637,0.5370774002367376
static_margin,INFEASIBLE,0.09807778941405176,0.5365515779605389
static_margin,INFEASIBLE,0.10752040688653983,0.5375423850242768
static_margin,INFEASIBLE,0.11696302435902789,0.5368871764419905
static_margin,INFEASIBLE,0.12640564183151595,0.5428686247866772
static_margin,INFEASIBLE,0.13584825930400402,0.5441720074679719
static_margin,INFEASIBLE,0.14529087677649208,0.5450409149062105
static_margin,INFEASIBLE,0.15473349424898014,0.5458370356401169
static_margin,INFEASIBLE,0.16417611172146823,0.5490426499999171
static_margin,INFEASIBLE,0.17361872919395627,0.546410957232332
static_margin,INFEASIBLE,0.18306134666644436,0.5544218545712927
static_margin,INFEASIBLE,0.1925039641389324,0.5553023705786726
static_margin,INFEASIBLE,0.20194658161142048,0.5557383416244619
static_margin,INFEASIBLE,0.21138919908390852,0.5575182641789843
static_margin,INFEASIBLE,0.2208318165563966,0.5605224185277407
static_margin,INFEASIBLE,0.23027443402888464,0.5710527662707461
Cm_alpha,EASY,-69.06232980229251,0.30986014569721165
Cm_alpha,EASY,-67.17501813129086,0.3091304419080188
Cm_alpha,EASY,-65.2877064602892,0.3108841018006741
Cm_alpha,EASY,-63.400394789287546,0.31322286053093823
Cm_alpha,EASY,-61.51308311828589,0.3117490429829545
Cm_alpha,EASY,-59.62577144728424,0.31101697039734166
Cm_alpha,EASY,-57.73845977628258,0.3100029707243581
Cm_alpha,EASY,-55.85114810528093,0.3095427540773871
Cm_alpha,EASY,-53.96383643427927,0.30800377988053707
Cm_alpha,EASY,-52.07652476327762,0.30967665362672786
Cm_alpha,EASY,-50.18921309227596,0.30999647541961256
Cm_alpha,EASY,-48.30190142127431,0.3092727055007701
Cm_alpha,EASY,-46.41458975027266,0.309185871560785
Cm_alpha,EASY,-44.52727807927101,0.310876805879634
Cm_alpha,EASY,-42.63996640826935,0.30890424047423
Cm_alpha,EASY,-40.7526547372677,0.30349689984329964
Cm_alpha,EASY,-38.86534306626604,0.3022775483586457
Cm_alpha,EASY,-36.97803139526439,0.2989253196123095
Cm_alpha,EASY,-35.09071972426273,0.2970376656548668
Cm_alpha,EASY,-33.20340805326108,0.2939861239006735
Cm_alpha,FRAGILE,-69.06232980229251,0.14638347140898533
Cm_alpha,FRAGILE,-67.17501813129086,0.13959096266035093
Cm_alpha,FRAGILE,-65.2877064602892,0.13727906786035435
Cm_alpha,FRAGILE,-63.400394789287546,0.1347001375453031
Cm_alpha,FRAGILE,-61.51308311828589,0.13348523432978407
