case_id,controller,regime_name,rate_center_deg_s,tau_actuator_ms,tau_sensor_ms,processing_delay_ms,aero_scale,thrust_scale,rms_angle_error_deg,rms_rate_deg_s,max_abs_angle_deg,max_abs_delta_deg,final_error_deg,unstable,precision_success,mean_abs_alpha_deg,cp_ahead_share,zero_crossings_error,slew_tracking_error_deg,overshoot_error_deg
22,PID,MID_RATE,130,25,3,6,1.3,0.9,3.84954738632095,21.8993330887034,16.7874311561458,9.99908210673581,-0.245025596049459,0,0,102.427654340002,0,0,0.359509372811319,0
22,ADRC,MID_RATE,130,25,3,6,1.3,0.9,4.54252103938825,19.4521145459611,16.8313971563624,9.8713193290241,0.730058222681958,0,0,103.627856033379,0,1,0.14913313391681,0.787256219015343
22,AI,MID_RATE,130,25,3,6,1.3,0.9,117.995811070349,49.1231461313071,198.523987803229,9.40742879798726,-198.523987803229,1,0,83.0216965383474,0,0,4.24240521196962,0
22,PID,HIGH_RATE,250,25,3,6,1.3,0.9,11.6880503323831,52.4522019451376,41.7114946271797,9.99999969153883,-0.258668726509513,0,0,111.069353745191,0,0,0.388565010611781,0
22,ADRC,HIGH_RATE,250,25,3,6,1.3,0.9,12.5337663171122,48.2128031848589,41.7114946271797,9.99995102217674,1.96397697334892,0,0,110.968573315099,0,1,0.16582704775729,2.30685908199578
22,AI,HIGH_RATE,250,25,3,6,1.3,0.9,137.390632732673,61.6271437936672,220.214164133075,9.20820986831063,-220.214164133075,1,0,81.5891787086233,0,0,3.94824135064269,0
23,PID,LOW_RATE,40,8,15,6,1.3,0.9,1.26843825498786,7.25494801809025,6.97483211381786,9.99996985755021,-0.233946534842202,0,1,96.2462977652118,0,0,0.204719640791486,0
23,ADRC,LOW_RATE,40,8,15,6,1.3,0.9,2.05604317912178,5.95335265995148,7.70006662459937,5.71688380482697,0.364908712315781,0,0,98.3361563062946,0,1,0.0310043903225068,0.375787378233098
23,AI,LOW_RATE,40,8,15,6,1.3,0.9,1.86638936565403,6.40303069184291,7.14819192469832,9.6396296525145,-1.02459971956956,0,0,98.1788736178629,0,0,1.02325849263626,0
23,PID,MID_RATE,130,8,15,6,1.3,0.9,3.31489246214686,19.5270005410087,14.8699740387291,9.99999999999827,-0.243493990376613,0,0,101.75388570452,0,0,0.201259304347108,0
23,ADRC,MID_RATE,130,8,15,6,1.3,0.9,4.02032823397159,17.7548529560003,15.2523900833774,9.99710607276958,0.647495340546378,0,0,103.032577216133,0,1,0.0573810484850674,0.693883060432008
23,AI,MID_RATE,130,8,15,6,1.3,0.9,118.97298722256,49.8400744016152,201.584659356738,9.99747599303624,-201.584659356738,1,0,82.2122086239129,0,0,2.8850545285487,0
23,PID,HIGH_RATE,250,8,15,6,1.3,0.9,10.2769624323415,48.0140329845145,37.5755641820596,10,-0.257295516124518,0,0,110.306623870396,0,0,0.203385100004885,0
