scenario,controller,cop_uncertainty,wind_scale,sensor_noise_scale,actuator_delay_ms,adrc_wo_rad_s,success_rate,rms_theta_deg_mean,rms_theta_deg_std,sat_fraction_mean,eso_error_rms,mean_loop_us,loop_utilization
CoP30_Wind25,ADRC,0.3,0.25,0.8,60,10,0.0555555555555556,1.58338161989684,0.060297615490326,0,0.267244753942148,5.25306018518519,0.00105061203703704
CoP30_Wind25,ADRC,0.3,0.25,0.8,60,12,0.166666666666667,1.56136491842714,0.0528596853708151,0,0.273512178457312,5.16751388888889,0.00103350277777778
CoP30_Wind25,ADRC,0.3,0.25,0.8,60,14,0.222222222222222,1.55110120217046,0.0520015291120896,0,0.280779121312013,5.1,0.00102
CoP30_Wind25,ADRC,0.3,0.25,0.8,60,16,0.222222222222222,1.5494958122567,0.0543717195580855,0,0.289902507465113,4.93738888888889,0.000987477777777778
CoP30_Wind25,ADRC,0.3,0.25,0.8,60,18,0.222222222222222,1.55504157980605,0.0606493611048501,0,0.302035921211214,4.98770833333333,0.000997541666666667
CoP30_Wind25,ADRC,0.3,0.25,1,60,6,0,1.70948171810046,0.124206096572411,0,0.261813292427997,5.14897222222222,0.00102979444444444
CoP30_Wind25,ADRC,0.3,0.25,1,60,8,0,1.62097266957525,0.0804313512724363,0,0.266552127897804,5.21386111111111,0.00104277222222222
CoP30_Wind25,ADRC,0.3,0.25,1,60,10,0.111111111111111,1.58128118811243,0.0614447024751323,0,0.272509542987576,5.40168518518519,0.00108033703703704
CoP30_Wind25,ADRC,0.3,0.25,1,60,12,0.166666666666667,1.56283567323427,0.0541499964649957,0,0.279742466677248,5.13458796296296,0.00102691759259259
CoP30_Wind25,ADRC,0.3,0.25,1,60,14,0.166666666666667,1.55597525567668,0.055250122446797,0,0.288691555891472,5.17889351851852,0.0010357787037037
CoP30_Wind25,ADRC,0.3,0.25,1,60,16,0.111111111111111,1.55795641677114,0.0622357517525777,0,0.300718094987997,5.08116666666667,0.00101623333333333
CoP30_Wind25,ADRC,0.3,0.25,1,60,18,0.166666666666667,1.56735786756805,0.0765362417139022,0,0.31744780029723,5.12330092592593,0.00102466018518519
CoP30_Wind25,ADRC,0.3,0.25,1.25,60,6,0,1.68117187869979,0.110718348862435,0,0.27026616074521,5.02791666666667,0.00100558333333333
CoP30_Wind25,ADRC,0.3,0.25,1.25,60,8,0.0555555555555556,1.60493728674021,0.0779699917294979,0,0.276331880016473,4.97181944444445,0.000994363888888889
CoP30_Wind25,ADRC,0.3,0.25,1.25,60,10,0.166666666666667,1.5693208390594,0.0637793678504002,0,0.28268754822214,4.93046296296296,0.000986092592592592
CoP30_Wind25,ADRC,0.3,0.25,1.25,60,12,0.166666666666667,1.55257452655878,0.0627352253048415,0,0.29054732003266,4.90888425925926,0.000981776851851852
